asset_id,timestamp,model,response,has_pedestrian_railing_value,has_pedestrian_railing_confidence,parse_error
49501,2026-05-22T06:54:28.634567,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
49525,2026-05-22T06:54:42.884428,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
49702,2026-05-22T06:55:37.460672,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.9
    }
}
```",2 railings,0.9,
49703,2026-05-22T06:55:54.542246,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",No railings,0.95,
49704,2026-05-22T06:56:08.372200,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",1 railing,0.95,
49705,2026-05-22T06:56:50.784740,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",No railings,0.95,
49707,2026-05-22T06:57:22.199522,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}
```",1 railing,0.95,
49710,2026-05-22T06:57:49.127664,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}
```",2 railings,0.95,
49711,2026-05-22T06:58:23.750075,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}
```",1 railing,0.95,
50514,2026-05-22T06:59:03.885314,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.85
    }
}
```",1 railing,0.85,
50723,2026-05-22T06:59:34.813750,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}
```",2 railings,0.95,
50805,2026-05-22T06:59:54.460061,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",2 railings,0.95,
51270,2026-05-22T07:00:35.431499,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",2 railings,0.95,
51458,2026-05-22T07:00:52.621884,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
51536,2026-05-22T07:00:59.688464,gemma-4-26b-a4b-it,,,,True
51537,2026-05-22T07:01:13.661229,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
51695,2026-05-22T07:01:20.472819,gemma-4-26b-a4b-it,,,,True
51805,2026-05-22T07:01:22.829187,gemma-4-26b-a4b-it,,,,True
52248,2026-05-22T07:02:27.887875,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",2 railings,1.0,
52621,2026-05-22T07:02:58.583103,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
52952,2026-05-22T07:03:55.561257,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.9
    }
}
```",2 railings,0.9,
53807,2026-05-22T07:04:22.146274,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
54208,2026-05-22T07:04:46.819923,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",1 railing,0.95,
54335,2026-05-22T07:05:29.697085,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.9
    }
}
```",2 railings,0.9,
55707,2026-05-22T07:06:04.948342,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",2 railings,1.0,
55708,2026-05-22T07:06:29.058518,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
55912,2026-05-22T07:06:49.437024,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
56479,2026-05-22T07:07:16.674198,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
56563,2026-05-22T07:07:40.951275,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
56878,2026-05-22T07:08:11.052322,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
57224,2026-05-22T07:08:31.017264,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
57614,2026-05-22T07:08:51.396068,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
57673,2026-05-22T07:09:10.646185,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
57674,2026-05-22T07:09:31.840088,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
58180,2026-05-22T07:09:52.528820,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
58182,2026-05-22T07:10:09.222250,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
60066,2026-05-22T07:10:24.477043,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
60443,2026-05-22T07:12:33.611276,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}
```",2 railings,0.95,
60444,2026-05-22T07:12:59.818604,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}
```",1 railing,1.0,
61221,2026-05-22T07:13:15.379729,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
61611,2026-05-22T07:13:26.847489,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
61846,2026-05-22T07:13:43.650067,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
61933,2026-05-22T07:14:01.153378,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",2 railings,0.95,
61959,2026-05-22T07:14:29.635489,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
62338,2026-05-22T07:14:44.685009,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",No railings,1.0,
62365,2026-05-22T07:15:17.341507,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
63006,2026-05-22T07:15:40.587635,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
64381,2026-05-22T07:15:58.297197,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
64441,2026-05-22T07:16:50.964515,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.85
    }
}
```",1 railing,0.85,
64656,2026-05-22T07:17:14.073897,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",No railings,0.95,
64840,2026-05-22T07:17:32.918577,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
65318,2026-05-22T07:17:53.303609,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",No railings,0.95,
65613,2026-05-22T07:18:17.151844,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
66054,2026-05-22T07:19:00.876153,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.9
    }
}",No railings,0.9,
66055,2026-05-22T07:19:10.933817,gemma-4-26b-a4b-it,,,,True
66243,2026-05-22T07:19:24.633766,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
67210,2026-05-22T07:19:57.721408,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.85
    }
}
```",1 railing,0.85,
80433,2026-05-22T07:20:15.733684,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80436,2026-05-22T07:20:29.763360,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80438,2026-05-22T07:20:37.643622,gemma-4-26b-a4b-it,,,,True
80450,2026-05-22T07:20:55.585186,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80452,2026-05-22T07:21:25.065813,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80458,2026-05-22T07:21:38.275495,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80460,2026-05-22T07:22:46.884428,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}
```",2 railings,0.95,
80463,2026-05-22T07:22:59.978803,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80470,2026-05-22T07:23:13.153265,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80471,2026-05-22T07:23:53.138820,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80606,2026-05-22T07:24:20.296949,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",2 railings,1.0,
80607,2026-05-22T07:25:34.732740,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}
```",2 railings,0.95,
80608,2026-05-22T07:26:01.554722,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",2 railings,1.0,
80639,2026-05-22T07:26:31.610940,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}
```",1 railing,0.95,
80640,2026-05-22T07:26:49.358600,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80804,2026-05-22T07:27:10.243148,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
80909,2026-05-22T07:27:24.487176,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
80916,2026-05-22T07:27:47.806579,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",1 railing,0.95,
81293,2026-05-22T07:28:05.420409,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82182,2026-05-22T07:28:20.322185,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82213,2026-05-22T07:28:38.553254,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82406,2026-05-22T07:28:54.211416,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82425,2026-05-22T07:29:08.549679,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82461,2026-05-22T07:29:25.915122,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82555,2026-05-22T07:29:42.243014,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
82778,2026-05-22T07:29:58.496813,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82806,2026-05-22T07:30:13.067844,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
82811,2026-05-22T07:30:35.634458,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",No railings,1.0,
82812,2026-05-22T07:30:53.007279,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
83137,2026-05-22T07:31:07.131361,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",No railings,1.0,
83142,2026-05-22T07:31:31.915334,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",No railings,1.0,
83147,2026-05-22T07:32:04.615697,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
83152,2026-05-22T07:32:33.466349,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
83852,2026-05-22T07:32:48.913883,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
83940,2026-05-22T07:33:12.099509,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
84944,2026-05-22T07:33:25.072813,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",2 railings,1.0,
85087,2026-05-22T07:33:46.878553,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
85476,2026-05-22T07:34:01.316605,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
85483,2026-05-22T07:34:17.191867,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
85486,2026-05-22T07:34:31.830226,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
85489,2026-05-22T07:34:51.045996,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
85492,2026-05-22T07:35:05.726055,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
85496,2026-05-22T07:35:26.208687,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
85958,2026-05-22T07:35:42.490162,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
85964,2026-05-22T07:35:58.667900,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86044,2026-05-22T07:36:19.254625,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86053,2026-05-22T07:36:34.921263,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86062,2026-05-22T07:36:58.006041,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86091,2026-05-22T07:37:12.192266,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86094,2026-05-22T07:37:27.550298,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86102,2026-05-22T07:37:43.323340,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86159,2026-05-22T07:37:57.587865,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86174,2026-05-22T07:38:18.547122,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86209,2026-05-22T07:38:40.617455,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",No railings,0.95,
86246,2026-05-22T07:38:56.829763,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86259,2026-05-22T07:39:31.256810,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.85
    }
}
```",1 railing,0.85,
86617,2026-05-22T07:39:44.403335,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86620,2026-05-22T07:40:00.538572,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
86623,2026-05-22T07:40:14.878766,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
87005,2026-05-22T07:40:28.315996,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
87019,2026-05-22T07:40:40.783866,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
87713,2026-05-22T07:41:01.908065,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",No railings,0.95,
87717,2026-05-22T07:41:30.097922,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.9
    }
}
```",No railings,0.9,
88086,2026-05-22T07:41:42.847769,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
88198,2026-05-22T07:42:09.710022,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",1 railing,0.95,
88207,2026-05-22T07:42:14.756667,gemma-4-26b-a4b-it,,,,True
88205,2026-05-22T07:42:14.757916,gemma-4-26b-a4b-it,,,,True
89201,2026-05-22T07:43:19.751942,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}
```",1 railing,1.0,
89202,2026-05-22T07:43:34.349265,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
88210,2026-05-22T07:43:39.363638,gemma-4-26b-a4b-it,,,,True
89639,2026-05-22T07:43:53.402411,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
88398,2026-05-22T07:43:58.420611,gemma-4-26b-a4b-it,,,,True
89332,2026-05-22T07:43:58.422818,gemma-4-26b-a4b-it,,,,True
89718,2026-05-22T07:44:14.607074,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",No railings,0.95,
89730,2026-05-22T07:44:38.151848,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
89732,2026-05-22T07:44:57.200482,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}
```",No railings,1.0,
89733,2026-05-22T07:45:42.679861,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.9
    }
}
```",2 railings,0.9,
91434,2026-05-22T07:46:51.682322,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.9
    }
}
```",2 railings,0.9,
92005,2026-05-22T07:47:08.782045,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",No railings,0.95,
92007,2026-05-22T07:47:20.555958,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
92015,2026-05-22T07:47:37.018942,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.9
    }
}",1 railing,0.9,
