asset_id,timestamp,model,response,latency_s,width_bin_value,width_bin_confidence,parse_error,raw_response,error,traceback
50231,2026-05-27T19:09:48.889060,gemini-3-flash-preview,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.95}}",6.764,standard (0.9-1.5m),0.95,,,,
50235,2026-05-27T19:09:56.273303,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",7.382,standard (0.9-1.5m),0.85,,,,
50625,2026-05-27T19:10:05.710273,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",9.431,standard (0.9-1.5m),0.9,,,,
50654,2026-05-27T19:10:13.667403,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",7.956,standard (0.9-1.5m),0.85,,,,
50749,2026-05-27T19:10:21.758600,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",8.082,standard (0.9-1.5m),0.9,,,,
51216,2026-05-27T19:10:30.069635,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",8.31,standard (0.9-1.5m),0.9,,,,
51214,2026-05-27T19:10:34.671722,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.597,standard (0.9-1.5m),0.9,,,,
51218,2026-05-27T19:10:39.879448,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.202,standard (0.9-1.5m),0.9,,,,
51244,2026-05-27T19:10:47.980596,gemini-3-flash-preview,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    }
}",8.099,standard (0.9-1.5m),0.9,,,,
51524,2026-05-27T19:10:52.677317,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.694,standard (0.9-1.5m),0.9,,,,
51525,2026-05-27T19:11:00.332166,gemini-3-flash-preview,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.85
    }
}",7.653,standard (0.9-1.5m),0.85,,,,
51531,2026-05-27T19:11:06.647533,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.313,standard (0.9-1.5m),0.9,,,,
52242,2026-05-27T19:11:12.656121,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",5.996,standard (0.9-1.5m),0.85,,,,
52457,2026-05-27T19:11:18.040434,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",5.378,narrow (<0.9m),0.95,,,,
52551,2026-05-27T19:11:27.948883,gemini-3-flash-preview,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.85
    }
}",9.907,standard (0.9-1.5m),0.85,,,,
52456,2026-05-27T19:11:45.768710,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",17.815,standard (0.9-1.5m),0.9,,,,
53193,2026-05-27T19:11:53.024950,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",7.252,standard (0.9-1.5m),0.9,,,,
53798,2026-05-27T19:11:56.784428,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",3.735,standard (0.9-1.5m),0.9,,,,
53985,2026-05-27T19:12:03.422421,gemini-3-flash-preview,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    }
}",6.636,standard (0.9-1.5m),0.9,,,,
53986,2026-05-27T19:12:07.307487,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",3.879,standard (0.9-1.5m),0.9,,,,
54184,2026-05-27T19:12:13.660380,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.351,standard (0.9-1.5m),0.9,,,,
54321,2026-05-27T19:12:20.934968,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}",7.268,narrow (<0.9m),0.9,,,,
54324,2026-05-27T19:12:28.400761,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}",7.456,narrow (<0.9m),0.85,,,,
55272,2026-05-27T19:12:34.031356,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",5.628,standard (0.9-1.5m),0.85,,,,
55636,2026-05-27T19:12:38.502428,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.95}
}",4.47,standard (0.9-1.5m),0.95,,,,
55640,2026-05-27T19:12:42.533322,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",4.028,narrow (<0.9m),0.95,,,,
55641,2026-05-27T19:12:46.806128,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",4.271,narrow (<0.9m),0.95,,,,
56204,2026-05-27T19:12:55.139312,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",8.332,standard (0.9-1.5m),0.85,,,,
56205,2026-05-27T19:13:02.028495,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.874,standard (0.9-1.5m),0.9,,,,
56206,2026-05-27T19:13:08.135513,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.106,standard (0.9-1.5m),0.9,,,,
56469,2026-05-27T19:13:13.307686,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.95}
}",5.169,standard (0.9-1.5m),0.95,,,,
56533,2026-05-27T19:13:22.576269,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",9.267,standard (0.9-1.5m),0.85,,,,
56777,2026-05-27T19:13:28.512242,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.924,standard (0.9-1.5m),0.9,,,,
56876,2026-05-27T19:13:34.559413,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.044,standard (0.9-1.5m),0.9,,,,
57507,2026-05-27T19:13:40.399999,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",5.838,narrow (<0.9m),0.95,,,,
57834,2026-05-27T19:13:47.147562,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.742,standard (0.9-1.5m),0.9,,,,
58162,2026-05-27T19:13:53.303962,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",6.152,narrow (<0.9m),0.95,,,,
58164,2026-05-27T19:13:58.320943,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",4.994,narrow (<0.9m),0.95,,,,
58955,2026-05-27T19:14:03.326047,gemini-3-flash-preview,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}}",4.993,standard (0.9-1.5m),0.85,,,,
58957,2026-05-27T19:14:09.594793,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",6.267,standard (0.9-1.5m),0.85,,,,
59060,2026-05-27T19:14:16.342199,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""wide (>1.5m)"", ""confidence"": 0.9}
}",6.736,wide (>1.5m),0.9,,,,
60126,2026-05-27T19:14:21.525622,gemini-3-flash-preview,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    }
}",5.178,standard (0.9-1.5m),0.9,,,,
60528,2026-05-27T19:14:27.773828,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.247,standard (0.9-1.5m),0.9,,,,
60956,2026-05-27T19:14:35.493816,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",7.715,standard (0.9-1.5m),0.9,,,,
61003,2026-05-27T19:14:41.215076,gemini-3-flash-preview,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}}",5.715,standard (0.9-1.5m),0.9,,,,
61110,2026-05-27T19:14:47.255727,gemini-3-flash-preview,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}}",6.039,standard (0.9-1.5m),0.9,,,,
61113,2026-05-27T19:14:53.596684,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",6.339,narrow (<0.9m),0.95,,,,
63068,2026-05-27T19:14:57.174964,gemini-3-flash-preview,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}}",3.574,standard (0.9-1.5m),0.9,,,,
63217,2026-05-27T19:15:02.110103,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.932,standard (0.9-1.5m),0.9,,,,
63218,2026-05-27T19:15:07.381360,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.267,standard (0.9-1.5m),0.9,,,,
63219,2026-05-27T19:15:12.757436,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.366,standard (0.9-1.5m),0.9,,,,
63389,2026-05-27T19:15:18.697013,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.926,standard (0.9-1.5m),0.9,,,,
63597,2026-05-27T19:15:24.946790,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}",6.247,narrow (<0.9m),0.9,,,,
64100,2026-05-27T19:15:30.673572,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.724,standard (0.9-1.5m),0.9,,,,
64102,2026-05-27T19:15:34.154330,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",3.479,standard (0.9-1.5m),0.9,,,,
64105,2026-05-27T19:15:41.549599,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",7.394,standard (0.9-1.5m),0.85,,,,
64108,2026-05-27T19:15:45.503602,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",3.949,standard (0.9-1.5m),0.9,,,,
64111,2026-05-27T19:15:50.444206,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",4.919,standard (0.9-1.5m),0.85,,,,
64114,2026-05-27T19:15:54.533797,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",4.083,narrow (<0.9m),0.95,,,,
64118,2026-05-27T19:16:09.112982,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",14.578,standard (0.9-1.5m),0.85,,,,
64126,2026-05-27T19:16:14.717107,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",5.599,standard (0.9-1.5m),0.85,,,,
64142,2026-05-27T19:16:20.278705,gemini-3-flash-preview,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}}",5.558,narrow (<0.9m),0.9,,,,
64643,2026-05-27T19:16:23.717422,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",3.435,narrow (<0.9m),0.95,,,,
65423,2026-05-27T19:16:28.163215,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.444,standard (0.9-1.5m),0.9,,,,
65425,2026-05-27T19:16:32.805822,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.641,standard (0.9-1.5m),0.9,,,,
65426,2026-05-27T19:16:36.304439,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",3.496,narrow (<0.9m),0.95,,,,
65427,2026-05-27T19:16:40.737366,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}",4.431,narrow (<0.9m),0.85,,,,
65609,2026-05-27T19:16:47.372846,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.629,standard (0.9-1.5m),0.9,,,,
65788,2026-05-27T19:16:55.882154,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",8.509,standard (0.9-1.5m),0.9,,,,
65789,2026-05-27T19:17:01.202965,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}",5.315,narrow (<0.9m),0.9,,,,
66171,2026-05-27T19:17:06.319546,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.115,standard (0.9-1.5m),0.9,,,,
66173,2026-05-27T19:17:09.800847,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",3.478,narrow (<0.9m),0.95,,,,
66920,2026-05-27T19:17:14.202527,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.95}
}",4.4,standard (0.9-1.5m),0.95,,,,
66922,2026-05-27T19:17:21.842259,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""wide (>1.5m)"", ""confidence"": 0.9}
}",7.638,wide (>1.5m),0.9,,,,
67205,2026-05-27T19:17:29.779157,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""wide (>1.5m)"", ""confidence"": 0.85}
}",7.933,wide (>1.5m),0.85,,,,
82270,2026-05-27T19:17:42.875704,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",13.091,standard (0.9-1.5m),0.85,,,,
82304,2026-05-27T19:17:51.530017,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",8.652,standard (0.9-1.5m),0.9,,,,
82385,2026-05-27T19:17:56.714193,gemini-3-flash-preview,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}}",5.166,standard (0.9-1.5m),0.9,,,,
83150,2026-05-27T19:18:03.354559,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.639,standard (0.9-1.5m),0.9,,,,
83513,2026-05-27T19:18:11.545917,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",8.19,standard (0.9-1.5m),0.85,,,,
86369,2026-05-27T19:18:17.466511,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.915,standard (0.9-1.5m),0.9,,,,
86525,2026-05-27T19:18:24.452800,gemini-3-flash-preview,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}}",6.985,standard (0.9-1.5m),0.9,,,,
86599,2026-05-27T19:18:31.591323,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",7.137,standard (0.9-1.5m),0.85,,,,
87188,2026-05-27T19:18:37.532893,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.929,standard (0.9-1.5m),0.9,,,,
87483,2026-05-27T19:18:43.977704,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.444,standard (0.9-1.5m),0.9,,,,
87769,2026-05-27T19:18:49.437835,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""wide (>1.5m)"", ""confidence"": 0.9}
}",5.453,wide (>1.5m),0.9,,,,
88733,2026-05-27T19:18:53.848615,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.41,standard (0.9-1.5m),0.9,,,,
88736,2026-05-27T19:19:01.458891,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.95}
}",7.604,standard (0.9-1.5m),0.95,,,,
88741,2026-05-27T19:19:05.818292,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",4.355,narrow (<0.9m),0.95,,,,
89437,2026-05-27T19:19:17.186815,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}",11.368,narrow (<0.9m),0.85,,,,
89447,2026-05-27T19:19:32.166436,gemini-3-flash-preview,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",14.97,standard (0.9-1.5m),0.85,,,,
89450,2026-05-27T19:19:37.673528,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",5.502,standard (0.9-1.5m),0.85,,,,
89580,2026-05-27T19:19:43.519707,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.843,standard (0.9-1.5m),0.9,,,,
89761,2026-05-27T19:19:49.750296,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",6.22,standard (0.9-1.5m),0.85,,,,
90361,2026-05-27T19:19:54.673360,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.922,standard (0.9-1.5m),0.9,,,,
89767,2026-05-27T19:19:54.686841,gemini-3-flash-preview,,0.003,,,True,,,
90408,2026-05-27T19:19:59.643261,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",4.956,standard (0.9-1.5m),0.9,,,,
90412,2026-05-27T19:20:06.290612,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.95}
}",6.626,standard (0.9-1.5m),0.95,,,,
91832,2026-05-27T19:20:13.111922,gemini-3-flash-preview,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    }
}",6.816,standard (0.9-1.5m),0.9,,,,
92164,2026-05-27T19:20:18.009026,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}",4.892,narrow (<0.9m),0.9,,,,
92794,2026-05-27T19:20:23.518299,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}",5.504,narrow (<0.9m),0.85,,,,
92801,2026-05-27T19:20:32.476115,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",8.948,standard (0.9-1.5m),0.9,,,,
92854,2026-05-27T19:20:40.754142,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",8.267,standard (0.9-1.5m),0.9,,,,
93036,2026-05-27T19:20:49.020304,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",8.262,standard (0.9-1.5m),0.85,,,,
93038,2026-05-27T19:20:55.285342,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.253,standard (0.9-1.5m),0.9,,,,
93043,2026-05-27T19:20:59.438659,gemini-3-flash-preview,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}}",4.151,narrow (<0.9m),0.9,,,,
94144,2026-05-27T19:21:04.728119,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.289,standard (0.9-1.5m),0.9,,,,
94177,2026-05-27T19:21:08.497620,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}",3.766,narrow (<0.9m),0.95,,,,
96291,2026-05-27T19:21:14.957408,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}",6.458,narrow (<0.9m),0.9,,,,
96292,2026-05-27T19:21:22.858848,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""wide (>1.5m)"", ""confidence"": 0.9}
}",7.896,wide (>1.5m),0.9,,,,
97817,2026-05-27T19:21:29.167718,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",6.297,standard (0.9-1.5m),0.9,,,,
98336,2026-05-27T19:21:35.124418,gemini-3-flash-preview,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}",5.952,standard (0.9-1.5m),0.9,,,,
98498,2026-05-27T19:21:42.506057,gemini-3-flash-preview,"{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.9
    }
}",7.379,standard (0.9-1.5m),0.9,,,,
