asset_id,timestamp,model,response,has_pedestrian_railing_value,has_pedestrian_railing_confidence,parse_error
49704,2026-05-20T20:12:06.094703,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
49705,2026-05-20T20:12:26.063809,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
49707,2026-05-20T20:12:45.314034,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
49710,2026-05-20T20:13:04.765715,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",1 railing,0.95,
49711,2026-05-20T20:13:26.581233,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
50514,2026-05-21T23:40:43.819418,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
50723,2026-05-21T23:41:21.219436,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
50805,2026-05-21T23:41:41.343410,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",2 railings,0.95,
51270,2026-05-21T23:42:25.322731,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
51458,2026-05-21T23:43:07.983595,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
51536,2026-05-21T23:43:26.837626,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
51537,2026-05-21T23:43:53.372052,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
51695,2026-05-21T23:44:12.836131,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",No railings,0.95,
51804,2026-05-21T23:44:53.768888,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
52162,2026-05-21T23:45:12.034267,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
52248,2026-05-21T23:45:36.840364,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
52622,2026-05-21T23:45:55.193127,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
52952,2026-05-21T23:46:14.348514,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2 railings,1.0,
53110,2026-05-21T23:46:33.293361,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
53111,2026-05-21T23:46:52.401659,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
53212,2026-05-21T23:47:16.466593,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
53214,2026-05-21T23:47:43.585894,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",1 railing,1.0,
53221,2026-05-21T23:48:07.782859,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
53222,2026-05-21T23:48:34.792337,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
53428,2026-05-21T23:48:58.599340,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",No railings,1.0,
