asset_id,timestamp,model,response,latency_s,bridge_type_value,bridge_type_confidence,parse_error,raw_response,error,traceback
49061,2026-05-28T03:31:10.131606,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",10.945,Beam,1.0,,,,
50654,2026-05-28T03:31:24.175641,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",14.043,Beam,0.95,,,,
51524,2026-05-28T03:31:35.635650,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",11.454,Beam,0.9,,,,
51525,2026-05-28T03:31:48.539709,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Suspension"",
        ""confidence"": 1.0
    }
}
```",12.903,Suspension,1.0,,,,
51531,2026-05-28T03:32:03.487396,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",14.942,Beam,0.95,,,,
52457,2026-05-28T03:32:16.088172,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.595,Beam,0.95,,,,
52551,2026-05-28T03:32:30.322760,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",14.228,Beam,0.95,,,,
53798,2026-05-28T03:32:44.256746,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",13.931,Truss,0.95,,,,
53985,2026-05-28T03:32:58.184443,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",13.922,Beam,0.95,,,,
53986,2026-05-28T03:33:09.328208,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",11.142,Truss,0.95,,,,
54324,2026-05-28T03:33:20.193054,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Suspension"",
        ""confidence"": 1.0
    }
}
```",10.838,Suspension,1.0,,,,
55640,2026-05-28T03:33:30.116397,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",9.916,Truss,0.95,,,,
56469,2026-05-28T03:33:40.566860,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",10.449,Beam,0.95,,,,
56533,2026-05-28T03:33:50.594081,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",10.025,Truss,0.95,,,,
56876,2026-05-28T03:34:08.525844,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",17.93,Beam,0.95,,,,
57834,2026-05-28T03:34:19.996925,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.467,Beam,0.95,,,,
58162,2026-05-28T03:34:34.757623,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}
```",14.751,Beam,1.0,,,,
58955,2026-05-28T03:34:54.185382,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",19.422,Beam,0.9,,,,
61003,2026-05-28T03:35:07.488763,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",13.302,Beam,0.95,,,,
63068,2026-05-28T03:35:19.275076,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",11.772,Truss,1.0,,,,
63597,2026-05-28T03:35:30.854381,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Suspension"",
        ""confidence"": 1.0
    }
}
```",11.578,Suspension,1.0,,,,
64126,2026-05-28T03:35:48.050799,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",17.191,Beam,0.95,,,,
64643,2026-05-28T03:35:58.188120,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.135,Beam,0.95,,,,
65423,2026-05-28T03:36:07.512237,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",9.323,Truss,1.0,,,,
65425,2026-05-28T03:36:19.799716,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",12.28,Truss,0.95,,,,
65609,2026-05-28T03:36:32.290932,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}
```",12.471,Beam,1.0,,,,
65788,2026-05-28T03:36:47.657063,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",15.364,Truss,1.0,,,,
65789,2026-05-28T03:36:58.119778,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Suspension"",
        ""confidence"": 1.0
    }
}",10.456,Suspension,1.0,,,,
66920,2026-05-28T03:37:09.605632,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",11.485,Truss,1.0,,,,
66922,2026-05-28T03:37:23.166796,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.9}}",13.559,Beam,0.9,,,,
67205,2026-05-28T03:37:42.595728,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",19.405,Beam,0.9,,,,
82270,2026-05-28T03:37:51.472785,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",8.874,Beam,0.95,,,,
82385,2026-05-28T03:38:02.628002,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.141,Beam,0.95,,,,
83138,2026-05-28T03:38:15.313224,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.68,Beam,0.95,,,,
83150,2026-05-28T03:38:28.432670,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",13.118,Beam,0.95,,,,
83513,2026-05-28T03:38:39.073696,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.636,Beam,0.95,,,,
85208,2026-05-28T03:38:50.745361,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",11.669,Beam,0.9,,,,
85487,2026-05-28T03:39:02.629119,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.881,Beam,0.95,,,,
86369,2026-05-28T03:39:17.472318,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",14.837,Beam,0.95,,,,
86525,2026-05-28T03:39:27.716273,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",10.242,Truss,0.95,,,,
86599,2026-05-28T03:39:38.363011,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}
```",10.637,Truss,1.0,,,,
87188,2026-05-28T03:39:50.650997,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.95}}",12.286,Beam,0.95,,,,
87483,2026-05-28T03:40:04.369139,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",13.717,Beam,0.95,,,,
87769,2026-05-28T03:40:17.380095,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",13.01,Beam,0.95,,,,
87928,2026-05-28T03:40:30.994995,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}
```",13.61,Truss,0.95,,,,
88733,2026-05-28T03:40:42.368702,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.95}}",11.372,Beam,0.95,,,,
89437,2026-05-28T03:40:54.239652,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",11.854,Truss,0.95,,,,
89447,2026-05-28T03:41:05.405086,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.164,Beam,0.95,,,,
89450,2026-05-28T03:41:15.953595,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.547,Beam,0.95,,,,
89580,2026-05-28T03:41:27.418822,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",11.46,Beam,0.9,,,,
89761,2026-05-28T03:41:39.613656,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}
```",12.175,Beam,1.0,,,,
90361,2026-05-28T03:41:50.356241,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.737,Beam,0.95,,,,
89767,2026-05-28T03:41:50.359609,gemma-4-26b-a4b-it,,0.002,,,True,,,
90408,2026-05-28T03:42:05.105991,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",14.746,Beam,0.9,,,,
90412,2026-05-28T03:42:17.915274,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.807,Beam,0.95,,,,
91248,2026-05-28T03:42:35.002913,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",17.083,Beam,0.95,,,,
91832,2026-05-28T03:42:46.682699,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.678,Beam,0.95,,,,
92164,2026-05-28T03:43:00.092221,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",13.403,Beam,0.9,,,,
92794,2026-05-28T03:43:11.960865,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.866,Beam,0.95,,,,
92801,2026-05-28T03:43:24.773485,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",12.811,Beam,0.95,,,,
92854,2026-05-28T03:43:40.334614,gemma-4-26b-a4b-it,"{""bridge_type"": {""value"": ""Beam"", ""confidence"": 0.95}}",15.54,Beam,0.95,,,,
92872,2026-05-28T03:43:52.124318,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.788,Beam,0.95,,,,
93036,2026-05-28T03:44:10.240549,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.8
    }
}",18.102,Beam,0.8,,,,
93038,2026-05-28T03:44:21.783699,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.537,Beam,0.95,,,,
93043,2026-05-28T03:44:33.693804,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",11.909,Beam,0.9,,,,
94144,2026-05-28T03:44:43.005992,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",9.304,Truss,0.95,,,,
96291,2026-05-28T03:45:01.653448,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",18.646,Beam,0.95,,,,
96292,2026-05-28T03:45:12.602145,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.942,Beam,0.95,,,,
96854,2026-05-28T03:45:41.816090,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.8
    }
}
```",29.212,Truss,0.8,,,,
98336,2026-05-28T03:45:55.974854,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",14.15,Beam,0.95,,,,
98498,2026-05-28T03:46:07.286591,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.288,Beam,0.95,,,,
98531,2026-05-28T03:46:18.447689,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",11.16,Beam,0.95,,,,
99611,2026-05-28T03:46:28.579690,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",10.126,Beam,0.95,,,,
99844,2026-05-28T03:46:37.590021,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 1.0
    }
}",9.009,Beam,1.0,,,,
100140,2026-05-28T03:46:53.066809,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",15.475,Beam,0.95,,,,
100272,2026-05-28T03:47:03.095979,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",10.023,Beam,0.95,,,,
100347,2026-05-28T03:47:19.793994,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",16.697,Beam,0.95,,,,
100348,2026-05-28T03:47:33.305307,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",13.506,Beam,0.95,,,,
100446,2026-05-28T03:47:50.507912,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",17.199,Beam,0.95,,,,
100475,2026-05-28T03:48:06.076799,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",15.564,Beam,0.9,,,,
100757,2026-05-28T03:48:28.916925,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",22.835,unable to determine,0.0,,,,
100758,2026-05-28T03:48:46.936236,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.8
    }
}",18.011,Beam,0.8,,,,
101132,2026-05-28T03:49:01.575295,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",14.638,Beam,0.95,,,,
101826,2026-05-28T03:49:11.809318,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Suspension"",
        ""confidence"": 1.0
    }
}",10.227,Suspension,1.0,,,,
101831,2026-05-28T03:49:21.131715,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",9.32,Beam,0.95,,,,
101890,2026-05-28T03:49:34.032031,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.899,Beam,0.95,,,,
101988,2026-05-28T03:49:46.421685,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.387,Beam,0.95,,,,
102341,2026-05-28T03:49:57.378082,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",10.954,Beam,0.9,,,,
102344,2026-05-28T03:50:10.492560,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",13.113,Beam,0.9,,,,
102352,2026-05-28T03:50:23.294826,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",12.797,Beam,0.95,,,,
102353,2026-05-28T03:50:33.626725,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.309,Beam,0.95,,,,
102354,2026-05-28T03:50:43.068531,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",9.44,Beam,0.95,,,,
102355,2026-05-28T03:50:54.111011,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.037,Beam,0.95,,,,
102359,2026-05-28T03:51:08.244220,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",14.131,Beam,0.95,,,,
102370,2026-05-28T03:51:17.048151,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",8.799,Beam,0.95,,,,
102436,2026-05-28T03:51:26.951536,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",9.902,Beam,0.95,,,,
102471,2026-05-28T03:51:36.788489,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",9.831,Beam,0.95,,,,
102849,2026-05-28T03:51:58.528253,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}
```",21.735,unable to determine,0.0,,,,
102851,2026-05-28T03:52:08.667762,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",10.136,Beam,0.95,,,,
103256,2026-05-28T03:52:18.490922,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",9.82,Beam,0.95,,,,
104066,2026-05-28T03:52:33.854607,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",15.359,Beam,0.9,,,,
104086,2026-05-28T03:52:50.844095,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",16.987,Beam,0.9,,,,
104159,2026-05-28T03:52:59.854737,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",9.009,Beam,0.9,,,,
104170,2026-05-28T03:53:09.176184,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",9.32,Beam,0.9,,,,
105042,2026-05-28T03:53:27.104787,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",17.926,Beam,0.95,,,,
105438,2026-05-28T03:53:44.108757,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",16.998,Beam,0.95,,,,
105440,2026-05-28T03:53:53.723008,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",9.609,Beam,0.95,,,,
105442,2026-05-28T03:54:03.456195,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",9.732,Beam,0.95,,,,
105443,2026-05-28T03:54:16.661809,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",13.204,Beam,0.95,,,,
105444,2026-05-28T03:54:31.407846,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",14.743,Beam,0.95,,,,
105449,2026-05-28T03:54:46.975825,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",15.548,Beam,0.95,,,,
106027,2026-05-28T03:55:02.329902,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",15.349,Beam,0.95,,,,
106030,2026-05-28T03:55:15.142868,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",12.811,Beam,0.95,,,,
106045,2026-05-28T03:55:35.217961,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",20.06,Beam,0.9,,,,
106273,2026-05-28T03:55:49.641868,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",14.417,Beam,0.9,,,,
107117,2026-05-28T03:56:01.933736,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",12.291,Beam,0.95,,,,
107473,2026-05-28T03:56:13.676266,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",11.738,Beam,0.95,,,,
107877,2026-05-28T03:56:32.354232,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 0.95
    }
}",18.666,Truss,0.95,,,,
107885,2026-05-28T03:56:52.516704,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Truss"",
        ""confidence"": 1.0
    }
}",20.153,Truss,1.0,,,,
107969,2026-05-28T03:57:03.481525,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Suspension"",
        ""confidence"": 0.95
    }
}
```",10.963,Suspension,0.95,,,,
107973,2026-05-28T03:58:03.455311,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.7
    }
}
```",59.967,Beam,0.7,,,,
108019,2026-05-28T03:58:26.330405,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",22.868,Beam,0.9,,,,
108037,2026-05-28T03:58:42.612466,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Suspension"",
        ""confidence"": 1.0
    }
}
```",16.276,Suspension,1.0,,,,
108040,2026-05-28T03:58:58.164443,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}",15.544,Beam,0.9,,,,
108107,2026-05-28T03:59:08.508540,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}
```",10.342,Beam,0.95,,,,
108725,2026-05-28T03:59:36.283072,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.8
    }
}
```",27.773,Beam,0.8,,,,
108731,2026-05-28T03:59:48.240353,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",11.947,Beam,0.95,,,,
109160,2026-05-28T03:59:59.919379,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Fallen Tree"",
        ""confidence"": 0.95
    }
}",11.678,Fallen Tree,0.95,,,,
109619,2026-05-28T04:00:15.890121,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",15.963,Beam,0.95,,,,
110131,2026-05-28T04:01:00.548281,gemma-4-26b-a4b-it,"```json
{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.9
    }
}
```",44.655,Beam,0.9,,,,
110139,2026-05-28T04:01:21.801877,gemma-4-26b-a4b-it,"{
    ""bridge_type"": {
        ""value"": ""Beam"",
        ""confidence"": 0.95
    }
}",21.221,Beam,0.95,,,,
