asset_id,timestamp,model,response,latency_s,decking_material_value,decking_material_confidence,parse_error,raw_response,error,traceback
54184,2026-06-07T01:04:47.110170,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.928,Timber,1.0,,,,
54321,2026-06-07T01:04:52.481213,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.363,Timber,0.95,,,,
54324,2026-06-07T01:04:59.097301,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",6.61,Steel,0.95,,,,
55640,2026-06-07T01:05:03.173574,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.068,Timber,0.95,,,,
56206,2026-06-07T01:05:07.612429,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.427,Timber,1.0,,,,
56469,2026-06-07T01:05:16.137965,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.525,Timber,1.0,,,,
56533,2026-06-07T01:05:29.959696,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",13.817,Timber,0.95,,,,
56876,2026-06-07T01:05:35.947646,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.98,Timber,1.0,,,,
57834,2026-06-07T01:05:46.395098,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.444,Timber,0.95,,,,
58162,2026-06-07T01:06:03.661018,gemini-3-flash-preview,"```json
{
    ""decking_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}
```",17.258,Aluminum,0.9,,,,
58164,2026-06-07T01:06:08.334137,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.668,Timber,1.0,,,,
58955,2026-06-07T01:06:11.485365,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.145,Timber,0.95,,,,
59060,2026-06-07T01:06:23.511487,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",12.024,Timber,1.0,,,,
61003,2026-06-07T01:06:26.854236,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.339,Timber,0.95,,,,
63068,2026-06-07T01:06:31.347642,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.491,Timber,0.95,,,,
63597,2026-06-07T01:06:36.208989,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",4.86,Steel,0.95,,,,
64102,2026-06-07T01:06:39.983589,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.774,Timber,0.95,,,,
64126,2026-06-07T01:06:46.823723,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",6.826,Timber,0.95,,,,
64643,2026-06-07T01:06:54.019464,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}",7.133,Steel,0.9,,,,
65423,2026-06-07T01:07:08.858507,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.95
    }
}",14.835,Aluminum,0.95,,,,
65425,2026-06-07T01:07:14.388398,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.527,Timber,0.95,,,,
65609,2026-06-07T01:07:22.800621,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",8.41,Concrete,0.95,,,,
65788,2026-06-07T01:07:32.419085,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",9.613,Aluminum,0.9,,,,
65789,2026-06-07T01:07:36.642776,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",4.214,Steel,0.95,,,,
66920,2026-06-07T01:07:43.713365,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",7.069,Timber,0.95,,,,
66922,2026-06-07T01:07:49.159961,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.44,Timber,0.95,,,,
67205,2026-06-07T01:07:54.528685,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.366,Timber,0.95,,,,
82270,2026-06-07T01:08:01.407144,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",6.877,Timber,0.95,,,,
82379,2026-06-07T01:08:06.341230,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.928,Timber,0.95,,,,
82385,2026-06-07T01:08:21.696003,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",15.353,Timber,0.95,,,,
83138,2026-06-07T01:08:26.903608,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",5.202,Timber,0.98,,,,
83150,2026-06-07T01:08:36.326171,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.411,Timber,1.0,,,,
83513,2026-06-07T01:08:40.589029,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.26,Timber,0.95,,,,
85208,2026-06-07T01:08:44.969150,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.376,Timber,0.95,,,,
85487,2026-06-07T01:08:49.324356,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.349,Timber,0.95,,,,
86369,2026-06-07T01:08:53.304565,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.975,Timber,0.95,,,,
86525,2026-06-07T01:09:09.041424,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",15.735,Timber,0.95,,,,
86599,2026-06-07T01:09:14.009984,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.963,Timber,0.95,,,,
87188,2026-06-07T01:09:19.026932,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.991,Timber,1.0,,,,
87483,2026-06-07T01:09:22.720476,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.688,Timber,1.0,,,,
87769,2026-06-07T01:09:26.762181,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.994,Timber,0.95,,,,
87928,2026-06-07T01:09:31.425493,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.659,Timber,1.0,,,,
88280,2026-06-07T01:09:46.930980,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",15.499,Timber,0.95,,,,
88733,2026-06-07T01:09:50.488681,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.548,Timber,0.95,,,,
88812,2026-06-07T01:10:04.770289,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",14.28,Timber,0.95,,,,
88814,2026-06-07T01:10:10.003924,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.229,Timber,0.95,,,,
88818,2026-06-07T01:10:18.409903,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.4,Timber,1.0,,,,
88838,2026-06-07T01:10:26.516850,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.088,Timber,0.95,,,,
88842,2026-06-07T01:10:33.157269,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",6.636,Timber,0.98,,,,
88845,2026-06-07T01:10:40.939093,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.779,Timber,1.0,,,,
88856,2026-06-07T01:10:46.312275,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.372,Timber,1.0,,,,
88857,2026-06-07T01:10:55.204422,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.89,Timber,0.95,,,,
88859,2026-06-07T01:11:00.985615,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.777,Timber,1.0,,,,
88865,2026-06-07T01:11:08.992143,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.005,Timber,1.0,,,,
88866,2026-06-07T01:11:21.026566,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",12.031,Timber,1.0,,,,
88869,2026-06-07T01:11:24.965537,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.933,Timber,0.95,,,,
88871,2026-06-07T01:11:32.345253,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.379,Timber,1.0,,,,
89437,2026-06-07T01:11:36.246676,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.895,Timber,0.95,,,,
89447,2026-06-07T01:11:46.829077,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",10.548,Timber,1.0,,,,
89450,2026-06-07T01:11:50.199752,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.359,Timber,0.95,,,,
89580,2026-06-07T01:11:54.162082,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",3.96,Timber,0.98,,,,
89761,2026-06-07T01:12:03.261342,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.095,Timber,1.0,,,,
90361,2026-06-07T01:12:13.605034,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.341,Timber,0.95,,,,
89767,2026-06-07T01:12:13.611270,gemini-3-flash-preview,,0.003,,,True,,,
90408,2026-06-07T01:12:19.498746,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.887,Timber,1.0,,,,
90412,2026-06-07T01:12:29.278124,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.777,Timber,1.0,,,,
91248,2026-06-07T01:12:33.732902,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.449,Timber,1.0,,,,
91253,2026-06-07T01:12:36.851491,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.118,Timber,0.95,,,,
91832,2026-06-07T01:12:42.887228,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.034,Timber,1.0,,,,
92164,2026-06-07T01:12:46.240853,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.353,Timber,0.95,,,,
92794,2026-06-07T01:12:49.971848,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.729,Timber,0.95,,,,
92801,2026-06-07T01:13:09.918161,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",19.944,Timber,1.0,,,,
92854,2026-06-07T01:13:16.643857,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.72,Timber,1.0,,,,
92872,2026-06-07T01:13:21.156213,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.511,Timber,0.95,,,,
93036,2026-06-07T01:13:25.558931,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.398,Timber,1.0,,,,
93038,2026-06-07T01:13:29.276264,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.716,Timber,0.95,,,,
93043,2026-06-07T01:13:33.581382,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.303,Timber,0.95,,,,
94144,2026-06-07T01:13:38.902537,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",5.318,Aluminum,0.9,,,,
94177,2026-06-07T01:13:42.468988,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.558,Timber,1.0,,,,
96291,2026-06-07T01:13:48.228658,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",5.758,Timber,0.95,,,,
96292,2026-06-07T01:13:54.469432,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.238,Timber,1.0,,,,
96854,2026-06-07T01:13:57.325382,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",2.854,Timber,0.95,,,,
97817,2026-06-07T01:14:02.045637,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.718,Timber,1.0,,,,
98336,2026-06-07T01:14:13.523715,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",11.475,Timber,1.0,,,,
98498,2026-06-07T01:14:16.732657,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.207,Timber,1.0,,,,
98531,2026-06-07T01:14:21.453235,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.719,Timber,0.95,,,,
99611,2026-06-07T01:14:25.860675,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.404,Timber,1.0,,,,
99614,2026-06-07T01:14:30.838742,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.977,Timber,1.0,,,,
99844,2026-06-07T01:14:35.356734,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.517,Timber,0.95,,,,
100140,2026-06-07T01:14:41.078830,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.721,Timber,1.0,,,,
100181,2026-06-07T01:14:45.366637,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.285,Timber,0.95,,,,
100272,2026-06-07T01:14:51.557814,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.189,Timber,1.0,,,,
100347,2026-06-07T01:14:56.806127,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.245,Timber,1.0,,,,
100348,2026-06-07T01:15:09.625741,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",12.818,Timber,0.95,,,,
100446,2026-06-07T01:15:18.144856,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.514,Timber,1.0,,,,
100475,2026-06-07T01:15:22.630755,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.476,Timber,0.95,,,,
100757,2026-06-07T01:15:25.910271,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.277,Timber,0.95,,,,
100758,2026-06-07T01:15:30.549964,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.639,Timber,0.95,,,,
101132,2026-06-07T01:15:34.958737,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",4.39,Timber,1.0,,,,
101826,2026-06-07T01:15:42.719491,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",7.76,Aluminum,0.9,,,,
101831,2026-06-07T01:15:46.345871,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.616,Timber,1.0,,,,
101890,2026-06-07T01:15:50.000638,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.653,Timber,0.95,,,,
101988,2026-06-07T01:15:55.009062,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",5.007,Timber,1.0,,,,
102341,2026-06-07T01:16:10.472912,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",15.461,Timber,0.95,,,,
102344,2026-06-07T01:16:27.057879,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",16.584,Timber,0.9,,,,
102352,2026-06-07T01:16:30.685738,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.622,Timber,0.95,,,,
102353,2026-06-07T01:16:34.523610,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.836,Timber,0.95,,,,
102354,2026-06-07T01:16:40.687102,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",6.162,Timber,0.9,,,,
102355,2026-06-07T01:16:44.354959,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.649,Timber,0.95,,,,
102359,2026-06-07T01:16:47.593751,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.237,Timber,1.0,,,,
102370,2026-06-07T01:16:59.314068,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",11.719,Timber,0.95,,,,
102471,2026-06-07T01:17:06.358310,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",7.037,Aluminum,0.9,,,,
102851,2026-06-07T01:17:10.127240,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",3.762,Timber,1.0,,,,
103253,2026-06-07T01:17:25.501522,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",15.372,Timber,0.95,,,,
103256,2026-06-07T01:17:30.000052,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.497,Timber,0.95,,,,
104066,2026-06-07T01:17:33.367813,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.366,Timber,0.95,,,,
104086,2026-06-07T01:17:37.801666,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.432,Timber,0.95,,,,
104159,2026-06-07T01:17:40.982952,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.178,Timber,0.95,,,,
104170,2026-06-07T01:17:44.671657,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.68,Timber,0.95,,,,
105042,2026-06-07T01:17:51.274396,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",6.601,Timber,0.95,,,,
105438,2026-06-07T01:17:55.265960,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",3.985,Timber,0.98,,,,
105440,2026-06-07T01:18:00.131163,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.863,Timber,0.95,,,,
105442,2026-06-07T01:18:04.432735,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",4.3,Timber,0.95,,,,
105443,2026-06-07T01:18:08.824292,gemini-3-flash-preview,"{""decking_material"": {""value"": ""Timber"", ""confidence"": 0.95}}",4.389,Timber,0.95,,,,
105444,2026-06-07T01:18:12.414343,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",3.588,Timber,0.95,,,,
105449,2026-06-07T01:18:20.329954,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",7.915,Timber,0.95,,,,
106027,2026-06-07T01:18:28.683632,gemini-3-flash-preview,"{
    ""decking_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.353,Timber,0.95,,,,
