asset_id,timestamp,model,response,latency_s,structure_material_value,structure_material_confidence,parse_error,raw_response,error,traceback
56469,2026-06-06T23:20:35.905172,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.616,Timber,1.0,,,,
56533,2026-06-06T23:20:57.570830,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",21.664,Timber,0.95,,,,
57834,2026-06-06T23:21:23.266623,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}
```",25.695,Steel,0.9,,,,
58162,2026-06-06T23:21:41.352808,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}
```",18.084,Steel,0.95,,,,
58164,2026-06-06T23:21:49.686718,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.332,Timber,0.95,,,,
58955,2026-06-06T23:22:00.640986,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",10.952,Timber,0.9,,,,
59060,2026-06-06T23:22:11.623157,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",10.98,Timber,1.0,,,,
61003,2026-06-06T23:22:20.913720,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",9.289,Timber,0.95,,,,
62289,2026-06-06T23:22:32.640717,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",11.725,Timber,0.95,,,,
63068,2026-06-06T23:23:05.263056,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.85
    }
}
```",32.621,Steel,0.85,,,,
63597,2026-06-06T23:23:16.111047,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",10.843,Steel,0.95,,,,
64102,2026-06-06T23:23:25.428444,gemma-4-26b-a4b-it,"{""structure_material"": {""value"": ""Timber"", ""confidence"": 0.95}}",9.316,Timber,0.95,,,,
64126,2026-06-06T23:23:35.361409,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.931,Timber,1.0,,,,
64643,2026-06-06T23:23:51.424733,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",16.062,Timber,0.9,,,,
65423,2026-06-06T23:24:16.443037,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.85
    }
}
```",25.016,Aluminum,0.85,,,,
65425,2026-06-06T23:24:38.135021,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}
```",21.684,Timber,0.9,,,,
65609,2026-06-06T23:25:02.037801,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",23.899,Concrete,0.95,,,,
65788,2026-06-06T23:25:18.574093,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}
```",16.531,Aluminum,0.9,,,,
65789,2026-06-06T23:25:28.638496,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",10.063,Steel,0.95,,,,
66920,2026-06-06T23:25:45.859567,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}",17.22,Steel,0.9,,,,
66922,2026-06-06T23:25:53.133495,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",7.272,Timber,0.95,,,,
67205,2026-06-06T23:26:06.792278,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",13.658,Timber,1.0,,,,
82270,2026-06-06T23:26:14.735168,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",7.941,Timber,0.95,,,,
82385,2026-06-06T23:26:22.370552,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.634,Timber,1.0,,,,
83138,2026-06-06T23:26:30.418178,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.042,Timber,1.0,,,,
83150,2026-06-06T23:26:41.725355,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",11.301,Timber,1.0,,,,
83513,2026-06-06T23:26:49.249095,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}
```",7.523,Timber,0.98,,,,
85208,2026-06-06T23:26:57.022415,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.772,Timber,1.0,,,,
85487,2026-06-06T23:27:07.793959,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.77,Timber,0.95,,,,
86369,2026-06-06T23:27:15.257703,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",7.462,Timber,0.95,,,,
86525,2026-06-06T23:27:24.471797,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",9.212,Timber,0.98,,,,
87188,2026-06-06T23:27:35.231039,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",10.758,Timber,1.0,,,,
87483,2026-06-06T23:27:45.669888,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",10.436,Timber,1.0,,,,
87769,2026-06-06T23:27:54.078648,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}
```",8.407,Timber,0.98,,,,
87928,2026-06-06T23:28:27.624782,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}
```",33.544,Aluminum,0.9,,,,
88201,2026-06-06T23:28:49.673228,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.85
    }
}",22.031,Steel,0.85,,,,
88280,2026-06-06T23:28:56.961280,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",7.286,Timber,0.95,,,,
88733,2026-06-06T23:29:10.463018,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",13.499,Timber,0.95,,,,
88812,2026-06-06T23:29:19.067537,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",8.603,Timber,1.0,,,,
88814,2026-06-06T23:29:28.494907,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",9.427,Timber,1.0,,,,
88818,2026-06-06T23:29:39.746828,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",11.245,Timber,1.0,,,,
88838,2026-06-06T23:29:53.368671,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",13.62,Timber,1.0,,,,
88842,2026-06-06T23:30:00.158047,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",6.788,Timber,1.0,,,,
88845,2026-06-06T23:30:11.179385,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",11.02,Timber,1.0,,,,
88856,2026-06-06T23:30:22.029349,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",10.849,Timber,1.0,,,,
88857,2026-06-06T23:30:30.960667,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",8.93,Timber,1.0,,,,
88859,2026-06-06T23:30:40.788069,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",9.827,Timber,0.95,,,,
88865,2026-06-06T23:30:50.614295,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",9.821,Timber,1.0,,,,
88866,2026-06-06T23:30:59.317527,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",8.702,Timber,1.0,,,,
88869,2026-06-06T23:31:11.169232,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",11.85,Timber,0.98,,,,
88871,2026-06-06T23:31:20.518411,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",9.348,Timber,1.0,,,,
89437,2026-06-06T23:31:28.291289,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.768,Timber,1.0,,,,
89447,2026-06-06T23:31:35.169254,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.876,Timber,1.0,,,,
89450,2026-06-06T23:31:44.782172,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",9.611,Timber,0.95,,,,
89580,2026-06-06T23:31:52.140439,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",7.357,Timber,0.95,,,,
89761,2026-06-06T23:32:05.845472,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",13.696,Timber,1.0,,,,
89767,2026-06-06T23:32:05.847918,gemma-4-26b-a4b-it,,0.001,,,True,,,
90408,2026-06-06T23:32:16.345695,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",10.497,Timber,1.0,,,,
91248,2026-06-06T23:32:26.138693,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.791,Timber,1.0,,,,
91832,2026-06-06T23:32:34.760859,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.62,Timber,1.0,,,,
92164,2026-06-06T23:32:41.868510,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",7.102,Timber,0.95,,,,
92794,2026-06-06T23:32:59.228235,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}
```",17.357,Timber,0.9,,,,
92801,2026-06-06T23:33:09.173845,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",9.944,Timber,1.0,,,,
92854,2026-06-06T23:33:40.403354,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",31.228,Timber,0.95,,,,
92872,2026-06-06T23:33:49.307520,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.885,Timber,0.95,,,,
93036,2026-06-06T23:34:00.158959,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",10.848,Timber,0.95,,,,
93038,2026-06-06T23:34:09.562650,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",9.402,Timber,0.95,,,,
93043,2026-06-06T23:34:27.826493,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.8
    }
}
```",18.262,Timber,0.8,,,,
94144,2026-06-06T23:35:02.017871,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.7
    }
}
```",34.19,Steel,0.7,,,,
94177,2026-06-06T23:35:09.484627,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.462,Timber,1.0,,,,
96291,2026-06-06T23:35:17.373343,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",7.887,Timber,0.95,,,,
96292,2026-06-06T23:35:25.462018,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",8.088,Timber,0.98,,,,
96854,2026-06-06T23:35:36.827267,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}
```",11.363,Timber,0.95,,,,
97817,2026-06-06T23:35:47.995769,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",11.165,Timber,1.0,,,,
98336,2026-06-06T23:36:00.798185,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",12.8,Timber,0.95,,,,
98498,2026-06-06T23:36:08.773952,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.966,Timber,1.0,,,,
99611,2026-06-06T23:36:56.838279,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}
```",48.063,Steel,0.9,,,,
99614,2026-06-06T23:37:09.809516,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",12.965,Timber,1.0,,,,
99844,2026-06-06T23:37:21.320993,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",11.51,Timber,0.95,,,,
100140,2026-06-06T23:37:34.591815,gemma-4-26b-a4b-it,"{""structure_material"": {""value"": ""Timber"", ""confidence"": 1.0}}",13.269,Timber,1.0,,,,
100181,2026-06-06T23:37:42.173607,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.58,Timber,1.0,,,,
100272,2026-06-06T23:37:51.977857,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",9.802,Timber,1.0,,,,
100347,2026-06-06T23:38:02.944023,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",10.964,Timber,1.0,,,,
100348,2026-06-06T23:38:13.100459,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}
```",10.155,Timber,0.98,,,,
100446,2026-06-06T23:38:21.491932,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",8.39,Timber,1.0,,,,
100475,2026-06-06T23:38:31.124697,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",9.632,Timber,1.0,,,,
100757,2026-06-06T23:38:38.493310,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.366,Timber,1.0,,,,
100758,2026-06-06T23:38:44.427560,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",5.932,Timber,1.0,,,,
101826,2026-06-06T23:39:08.902802,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.85
    }
}",24.474,Aluminum,0.85,,,,
101890,2026-06-06T23:39:16.478604,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",7.574,Timber,1.0,,,,
101988,2026-06-06T23:39:24.036375,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",7.556,Timber,0.98,,,,
102355,2026-06-06T23:39:32.780837,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.743,Timber,0.95,,,,
102471,2026-06-06T23:40:06.660996,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.85
    }
}
```",33.875,Aluminum,0.85,,,,
102849,2026-06-06T23:40:18.594842,gemma-4-26b-a4b-it,"{""structure_material"": {""value"": ""Timber"", ""confidence"": 0.95}}",11.932,Timber,0.95,,,,
102851,2026-06-06T23:40:25.624966,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",7.029,Timber,1.0,,,,
103256,2026-06-06T23:40:32.301310,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",6.668,Timber,1.0,,,,
105438,2026-06-06T23:40:42.300888,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",9.995,Timber,0.98,,,,
105440,2026-06-06T23:40:52.621610,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",10.32,Timber,0.9,,,,
105442,2026-06-06T23:41:00.827663,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.182,Timber,0.95,,,,
105443,2026-06-06T23:41:13.632805,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",12.803,Concrete,0.9,,,,
105444,2026-06-06T23:41:20.493383,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",6.858,Timber,0.98,,,,
105449,2026-06-06T23:41:29.914607,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",9.42,Timber,1.0,,,,
106027,2026-06-06T23:41:38.446411,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.98
    }
}",8.531,Timber,0.98,,,,
106030,2026-06-06T23:41:48.446409,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.998,Timber,1.0,,,,
106045,2026-06-06T23:41:59.198647,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",10.75,Timber,1.0,,,,
106273,2026-06-06T23:42:15.480429,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.7
    }
}
```",16.278,Timber,0.7,,,,
106920,2026-06-06T23:42:23.876572,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",8.395,Timber,0.95,,,,
106925,2026-06-06T23:42:35.450543,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.9
    }
}",11.572,Timber,0.9,,,,
107041,2026-06-06T23:42:42.209281,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}
```",6.757,Timber,1.0,,,,
107877,2026-06-06T23:42:58.674191,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.85
    }
}",16.463,Aluminum,0.85,,,,
107885,2026-06-06T23:43:18.048479,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}
```",19.373,Aluminum,0.9,,,,
107969,2026-06-06T23:43:28.495577,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}
```",10.445,Steel,0.95,,,,
107973,2026-06-06T23:43:51.156419,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}",22.659,Aluminum,0.9,,,,
108019,2026-06-06T23:44:00.830094,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 1.0
    }
}",9.671,Timber,1.0,,,,
108037,2026-06-06T23:44:14.446089,gemma-4-26b-a4b-it,"```json
{
    ""structure_material"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}
```",13.614,Steel,0.95,,,,
108040,2026-06-06T23:44:21.333525,gemma-4-26b-a4b-it,"{
    ""structure_material"": {
        ""value"": ""Timber"",
        ""confidence"": 0.95
    }
}",6.878,Timber,0.95,,,,
