asset_id,timestamp,model,response,latency_s,has_pedestrian_railing_value,has_pedestrian_railing_confidence,parse_error,raw_response,error,traceback
55636,2026-05-27T18:13:16.553231,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.675,2 railings,1.0,,,,
55640,2026-05-27T18:13:20.312795,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.749,2 railings,1.0,,,,
55641,2026-05-27T18:13:23.502249,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.178,No railings,1.0,,,,
56204,2026-05-27T18:13:27.498036,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.995,2 railings,1.0,,,,
56205,2026-05-27T18:13:31.499618,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.995,2 railings,1.0,,,,
56469,2026-05-27T18:13:36.291654,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.791,No railings,1.0,,,,
56777,2026-05-27T18:13:39.807073,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.504,2 railings,1.0,,,,
56876,2026-05-27T18:13:44.647730,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",4.84,2 railings,1.0,,,,
57507,2026-05-27T18:13:50.819194,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",6.167,2 railings,0.95,,,,
58164,2026-05-27T18:13:54.621285,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.722,No railings,1.0,,,,
58955,2026-05-27T18:13:57.734644,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.109,No railings,1.0,,,,
58957,2026-05-27T18:14:00.896406,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.157,No railings,1.0,,,,
60126,2026-05-27T18:14:04.369428,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.466,2 railings,1.0,,,,
60528,2026-05-27T18:14:06.819710,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.449,2 railings,1.0,,,,
60956,2026-05-27T18:14:09.789212,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.968,No railings,1.0,,,,
61003,2026-05-27T18:14:12.865648,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",3.075,1 railing,1.0,,,,
61110,2026-05-27T18:14:15.576136,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",2.707,1 railing,1.0,,,,
61113,2026-05-27T18:14:22.302176,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.716,No railings,1.0,,,,
63071,2026-05-27T18:14:27.505004,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",5.198,No railings,1.0,,,,
63217,2026-05-27T18:14:30.883900,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.378,2 railings,1.0,,,,
63218,2026-05-27T18:14:34.477280,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",3.592,1 railing,1.0,,,,
63219,2026-05-27T18:14:38.475066,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",3.986,1 railing,1.0,,,,
63389,2026-05-27T18:14:41.430592,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.943,2 railings,1.0,,,,
64100,2026-05-27T18:14:45.071641,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",3.639,1 railing,1.0,,,,
64105,2026-05-27T18:14:48.459585,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.386,2 railings,1.0,,,,
64108,2026-05-27T18:14:51.375072,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.91,2 railings,1.0,,,,
64111,2026-05-27T18:14:55.471861,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",4.087,2 railings,1.0,,,,
64114,2026-05-27T18:14:59.161647,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.679,2 railings,1.0,,,,
64118,2026-05-27T18:15:02.401338,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.228,2 railings,1.0,,,,
64142,2026-05-27T18:15:06.249331,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",3.824,1 railing,1.0,,,,
65426,2026-05-27T18:15:09.509006,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.254,No railings,1.0,,,,
65427,2026-05-27T18:15:12.868526,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.358,No railings,1.0,,,,
66171,2026-05-27T18:15:16.766746,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.896,2 railings,1.0,,,,
66173,2026-05-27T18:15:19.448939,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.68,No railings,1.0,,,,
66920,2026-05-27T18:15:22.701674,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.251,2 railings,1.0,,,,
66922,2026-05-27T18:15:28.952466,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",6.25,No railings,0.95,,,,
80432,2026-05-27T18:15:33.198160,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.244,No railings,1.0,,,,
81415,2026-05-27T18:15:36.683762,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.484,No railings,1.0,,,,
81419,2026-05-27T18:15:40.307086,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.62,No railings,1.0,,,,
82270,2026-05-27T18:15:43.704114,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.394,No railings,1.0,,,,
82304,2026-05-27T18:15:48.694049,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.987,No railings,1.0,,,,
83138,2026-05-27T18:15:53.121155,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.425,No railings,1.0,,,,
83513,2026-05-27T18:15:56.641749,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.518,No railings,1.0,,,,
83815,2026-05-27T18:15:59.773847,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.129,2 railings,1.0,,,,
85208,2026-05-27T18:16:02.741190,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.961,No railings,1.0,,,,
86350,2026-05-27T18:16:06.731369,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.987,2 railings,1.0,,,,
86352,2026-05-27T18:16:09.704565,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.971,2 railings,1.0,,,,
86356,2026-05-27T18:16:12.681629,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.974,2 railings,1.0,,,,
86365,2026-05-27T18:16:16.486437,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.798,2 railings,1.0,,,,
86369,2026-05-27T18:16:19.328821,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.81,2 railings,1.0,,,,
87188,2026-05-27T18:16:23.831470,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.501,No railings,1.0,,,,
87769,2026-05-27T18:16:27.548563,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.716,No railings,1.0,,,,
88095,2026-05-27T18:16:32.962710,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",5.409,1 railing,0.95,,,,
88104,2026-05-27T18:16:32.986753,gemini-3-flash-preview,,0.004,,,True,,,
88129,2026-05-27T18:16:37.076775,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",4.09,2 railings,1.0,,,,
88131,2026-05-27T18:16:41.651822,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",4.573,2 railings,1.0,,,,
88132,2026-05-27T18:16:45.550610,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",3.894,1 railing,1.0,,,,
88133,2026-05-27T18:16:50.359146,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",4.804,2 railings,1.0,,,,
88135,2026-05-27T18:16:54.052462,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.689,2 railings,1.0,,,,
88136,2026-05-27T18:16:57.524645,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.47,2 railings,1.0,,,,
88195,2026-05-27T18:17:00.114914,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.589,2 railings,1.0,,,,
88199,2026-05-27T18:17:02.962487,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.818,2 railings,1.0,,,,
88201,2026-05-27T18:17:05.819204,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.851,2 railings,1.0,,,,
88267,2026-05-27T18:17:08.581912,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.761,No railings,1.0,,,,
88280,2026-05-27T18:17:11.562727,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",2.98,1 railing,1.0,,,,
88467,2026-05-27T18:17:16.891598,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",5.324,2 railings,1.0,,,,
88736,2026-05-27T18:17:22.111399,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",5.217,2 railings,1.0,,,,
88741,2026-05-27T18:17:24.845938,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.732,No railings,1.0,,,,
88812,2026-05-27T18:17:28.869356,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.019,No railings,1.0,,,,
88814,2026-05-27T18:17:33.165768,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.286,No railings,1.0,,,,
88818,2026-05-27T18:17:38.298140,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",5.128,No railings,1.0,,,,
88823,2026-05-27T18:17:42.485126,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.18,No railings,1.0,,,,
88824,2026-05-27T18:17:46.677638,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.157,No railings,1.0,,,,
88838,2026-05-27T18:17:50.165770,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.482,No railings,1.0,,,,
88842,2026-05-27T18:17:54.771594,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.6,No railings,1.0,,,,
88845,2026-05-27T18:17:58.192585,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.417,No railings,1.0,,,,
88847,2026-05-27T18:18:02.053620,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.857,No railings,1.0,,,,
88848,2026-05-27T18:18:05.928331,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.872,No railings,1.0,,,,
88856,2026-05-27T18:18:09.831927,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.903,No railings,1.0,,,,
88857,2026-05-27T18:18:13.179227,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.344,No railings,1.0,,,,
88859,2026-05-27T18:18:16.583686,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.401,No railings,1.0,,,,
88865,2026-05-27T18:18:20.065804,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.478,No railings,1.0,,,,
88866,2026-05-27T18:18:23.231967,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.162,No railings,1.0,,,,
88869,2026-05-27T18:18:27.348073,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",4.115,No railings,1.0,,,,
88871,2026-05-27T18:18:31.544768,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.852,No railings,1.0,,,,
89154,2026-05-27T18:18:35.425300,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.876,2 railings,1.0,,,,
89155,2026-05-27T18:18:39.107912,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.676,2 railings,1.0,,,,
89163,2026-05-27T18:18:42.267229,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.156,2 railings,1.0,,,,
89177,2026-05-27T18:18:45.661703,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.393,2 railings,1.0,,,,
89447,2026-05-27T18:18:48.339462,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.656,No railings,1.0,,,,
89450,2026-05-27T18:19:04.530017,gemini-3-flash-preview,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.8
    }
}
```",16.168,1 railing,0.8,,,,
89576,2026-05-27T18:19:07.983601,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.448,No railings,1.0,,,,
89580,2026-05-27T18:19:10.262417,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.277,No railings,1.0,,,,
89761,2026-05-27T18:19:15.786963,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",5.52,No railings,1.0,,,,
90361,2026-05-27T18:19:18.435048,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.641,No railings,1.0,,,,
90641,2026-05-27T18:19:21.392861,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.945,No railings,1.0,,,,
90647,2026-05-27T18:19:24.440749,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",3.046,2 railings,1.0,,,,
91248,2026-05-27T18:19:27.330746,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",2.882,2 railings,1.0,,,,
92090,2026-05-27T18:19:30.280929,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.942,No railings,1.0,,,,
92151,2026-05-27T18:19:33.178401,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.892,No railings,1.0,,,,
92160,2026-05-27T18:19:35.785033,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.601,No railings,1.0,,,,
92164,2026-05-27T18:19:38.599998,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.813,No railings,1.0,,,,
92801,2026-05-27T18:19:41.802211,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.201,No railings,1.0,,,,
92854,2026-05-27T18:19:46.902543,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",5.093,No railings,1.0,,,,
93036,2026-05-27T18:19:50.167221,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 0.95
    }
}",3.257,1 railing,0.95,,,,
93038,2026-05-27T18:19:53.538451,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",3.37,No railings,1.0,,,,
93043,2026-05-27T18:19:55.910658,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",2.367,No railings,1.0,,,,
94172,2026-05-27T18:19:59.188635,gemini-3-flash-preview,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 0.95
    }
}",3.278,2 railings,0.95,,,,
