asset_id,timestamp,model,response,latency_s,fall_height_bin_value,fall_height_bin_confidence,parse_error,raw_response,error,traceback,length_bin_value,length_bin_confidence,width_bin_value,width_bin_confidence,has_pedestrian_railing_value,has_pedestrian_railing_confidence,abutment_material_value,abutment_material_confidence,bridge_type_value,bridge_type_confidence,decking_material_value,decking_material_confidence,structure_material_value,structure_material_confidence
50749,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
51214,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
51216,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
51218,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
51244,,,,,,,,,,,,,standard (0.9-1.5m),0.9,1 railing,1.0,,,,,,,,
51524,,,,,,,,,,,long (>20m),0.8,standard (0.9-1.5m),0.9,,,unable to determine,0.0,Truss,0.95,Steel,0.95,Steel,0.95
51525,,,,,,,,,,,long (>20m),0.95,standard (0.9-1.5m),0.85,,,,,Suspension,1.0,Aluminum,0.85,Aluminum,0.9
51531,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.9,,,Concrete,0.9,Beam,1.0,Timber,1.0,Timber,0.9
52242,,,,,,,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,,,,,,
52456,,,,,,,,,,,,,standard (0.9-1.5m),0.9,No railings,1.0,,,,,,,,
52457,2026-05-27T18:33:17.574484,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",5.451,medium (1.2-5m),0.9,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,1 railing,1.0,Concrete,0.95,Beam,1.0,Steel,0.9,,
52551,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.85,,,Concrete,0.8,Beam,1.0,Timber,1.0,Timber,1.0
53193,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,,,,,Timber,0.95,Timber,0.95
53798,,,,,,,,,,,medium (6-20m),0.95,standard (0.9-1.5m),0.9,,,Gabions,0.9,Beam,1.0,Timber,0.95,Timber,1.0
53985,,,,,,,,,,,,,standard (0.9-1.5m),0.9,,,Timber,0.95,Beam,0.95,Steel,0.9,Timber,0.95
53986,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.9,,,Timber,0.7,Truss,0.95,Timber,0.8,Aluminum,0.9
54184,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,No railings,1.0,,,,,Timber,1.0,Timber,1.0
54321,,,,,,,,,,,,,narrow (<0.9m),0.9,,,,,,,Timber,0.95,Timber,1.0
54324,,,,,,,,,,,long (>20m),0.95,narrow (<0.9m),0.85,,,Steel,0.9,Suspension,1.0,Steel,0.95,Steel,0.95
55272,,,,,,,,,,,,,standard (0.9-1.5m),0.85,No railings,1.0,,,,,,,,
55636,,,,,,,,,,,,,standard (0.9-1.5m),0.95,2 railings,1.0,,,,,,,,
55640,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,2 railings,1.0,Timber,0.95,Truss,1.0,Timber,0.95,Aluminum,0.9
55641,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
56204,,,,,,,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,,,,,,
56205,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
56206,,,,,,,,,,,,,standard (0.9-1.5m),0.9,,,,,,,Timber,1.0,,
56469,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.95,No railings,1.0,Timber,0.9,Beam,1.0,Timber,1.0,Timber,1.0
56533,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.85,,,,,Truss,1.0,Timber,0.95,Aluminum,0.9
56777,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
56876,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,2 railings,1.0,Timber,0.8,Truss,0.9,Timber,1.0,,
57507,,,,,,,,,,,,,narrow (<0.9m),0.95,2 railings,0.95,,,,,,,,
57834,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Concrete,1.0,Beam,1.0,Timber,0.95,Steel,0.95
58162,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,,,Gabions,0.9,Beam,1.0,Aluminum,0.9,Aluminum,0.9
58164,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,Timber,0.95,,,Timber,1.0,Timber,1.0
58955,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
58957,,,,,,,,,,,,,standard (0.9-1.5m),0.85,No railings,1.0,,,,,,,,
59060,2026-05-27T18:33:23.719418,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.9}
}",6.139,low (<1.2m),0.9,,,,,,,wide (>1.5m),0.9,,,Timber,0.95,,,Timber,1.0,Timber,1.0
60126,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
60528,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
60956,,,,,,,,,,,,,standard (0.9-1.5m),0.9,No railings,1.0,,,,,,,,
61003,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,1 railing,1.0,Timber,0.7,Beam,1.0,Timber,0.95,Timber,0.95
61110,,,,,,,,,,,,,standard (0.9-1.5m),0.9,1 railing,1.0,,,,,,,,
61113,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
62289,,,,,,,,,,,short (<6m),0.95,,,,,,,,,,,Timber,1.0
63068,2026-05-27T18:33:28.834551,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.95}
}",5.112,medium (1.2-5m),0.95,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Concrete,0.95,Truss,1.0,Timber,0.95,Aluminum,0.9
63071,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
63217,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
63218,,,,,,,,,,,,,standard (0.9-1.5m),0.9,1 railing,1.0,,,,,,,,
63219,,,,,,,,,,,,,standard (0.9-1.5m),0.9,1 railing,1.0,,,,,,,,
63389,2026-05-27T18:33:34.679429,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",5.837,medium (1.2-5m),0.9,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
63597,,,,,,,,,,,long (>20m),0.9,narrow (<0.9m),0.9,,,Steel,0.9,Suspension,1.0,Steel,0.95,Steel,0.95
64100,,,,,,,,,,,,,standard (0.9-1.5m),0.9,1 railing,1.0,,,,,,,,
64102,2026-05-27T18:33:41.944491,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.6}
}",7.255,medium (1.2-5m),0.6,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.9,,,Timber,0.9,,,Timber,0.95,Timber,0.95
64105,,,,,,,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,,,,,,
64108,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
64111,,,,,,,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,,,,,,
64114,,,,,,,,,,,,,narrow (<0.9m),0.95,2 railings,1.0,,,,,,,,
64118,,,,,,,,,,,,,standard (0.9-1.5m),0.85,2 railings,1.0,,,,,,,,
64126,2026-05-27T18:33:46.715509,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.9}
}",4.758,medium (1.2-5m),0.9,,,,,,,standard (0.9-1.5m),0.85,,,Timber,0.9,Beam,0.95,Timber,0.95,Timber,1.0
64142,,,,,,,,,,,,,narrow (<0.9m),0.9,1 railing,1.0,,,,,,,,
64643,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.95,,,Timber,0.9,Beam,0.95,Steel,0.9,Steel,0.8
65423,,,,,,,,,,,,,standard (0.9-1.5m),0.9,,,,,Truss,1.0,Aluminum,0.95,Aluminum,0.9
65425,,,,,,,,,,,,,standard (0.9-1.5m),0.9,,,Timber,0.9,Truss,0.95,Timber,0.95,Aluminum,0.9
65426,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
65427,,,,,,,,,,,,,narrow (<0.9m),0.85,No railings,1.0,,,,,,,,
65609,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,,,Concrete,0.95,Beam,1.0,Concrete,0.95,Concrete,0.95
65788,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Concrete,0.95,Truss,1.0,Aluminum,0.9,Aluminum,0.95
65789,,,,,,,,,,,long (>20m),0.8,narrow (<0.9m),0.9,,,Steel,0.95,Suspension,1.0,Steel,0.95,Steel,1.0
66171,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,,,,,,,,
66173,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
66920,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.95,2 railings,1.0,Concrete,0.9,Truss,1.0,Timber,0.95,Aluminum,0.9
66922,,,,,,,,,,,,,wide (>1.5m),0.9,No railings,0.95,Timber,0.9,Beam,0.9,Timber,0.95,Timber,0.95
67205,,,,,,,,,,,medium (6-20m),0.85,wide (>1.5m),0.85,,,Concrete,1.0,Beam,1.0,Timber,0.95,Timber,1.0
80432,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
81415,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
81419,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
82270,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.9,Beam,1.0,Timber,0.95,Timber,0.95
82304,,,,,,,,,,,,,standard (0.9-1.5m),0.9,No railings,1.0,,,,,,,,
82379,,,,,,,,,,,,,,,,,,,,,Timber,0.95,,
82385,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,,,,,Beam,0.95,Timber,0.95,Timber,1.0
83138,,,,,,,,,,,,,,,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.98,Timber,1.0
83150,,,,,,,,,,,medium (6-20m),0.85,standard (0.9-1.5m),0.9,,,Gabions,0.95,Beam,1.0,Timber,1.0,Timber,1.0
83513,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.95,Beam,1.0,Timber,0.95,Timber,1.0
83815,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
85208,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,Timber,1.0
85487,,,,,,,,,,,,,,,,,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
86350,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
86352,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
86356,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
86365,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
86369,,,,,,,,,,,,,standard (0.9-1.5m),0.9,2 railings,1.0,unable to determine,0.0,Truss,0.95,Timber,0.95,Timber,0.95
86525,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.9,,,Timber,0.95,Truss,0.95,Timber,0.95,Timber,1.0
86599,,,,,,,,,,,medium (6-20m),0.95,standard (0.9-1.5m),0.85,,,Timber,0.95,Truss,1.0,Timber,0.95,,
87188,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,,,Beam,0.95,Timber,1.0,Timber,1.0
87483,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Timber,0.9,Beam,0.95,Timber,1.0,Timber,1.0
87769,,,,,,,,,,,,,wide (>1.5m),0.9,No railings,1.0,Timber,0.8,Beam,0.95,Timber,0.95,Timber,1.0
87928,,,,,,,,,,,,,,,,,Aluminum Sill Fill,0.9,Truss,1.0,Timber,1.0,Aluminum,0.95
88095,,,,,,,,,,,,,,,1 railing,0.95,,,,,,,,
88104,,,,,,,,,,,,,,,,,,,,,,,,
88129,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
88131,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
88132,,,,,,,,,,,,,,,1 railing,1.0,,,,,,,,
88133,2026-05-27T18:33:54.327046,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""medium (1.2-5m)"", ""confidence"": 0.8}
}",7.61,medium (1.2-5m),0.8,,,,,short (<6m),0.9,,,2 railings,1.0,,,,,,,,
88135,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
88136,,,,,,,,,,,medium (6-20m),0.9,,,2 railings,1.0,,,,,,,,
88195,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
88199,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
88201,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,Steel,0.9
88267,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
88280,,,,,,,,,,,short (<6m),0.9,,,1 railing,1.0,,,,,Timber,0.95,Timber,0.95
88467,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
88733,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.9,,,Concrete,0.95,Beam,0.95,Timber,0.95,Timber,0.95
88736,,,,,,,,,,,,,standard (0.9-1.5m),0.95,2 railings,1.0,,,,,,,,
88741,,,,,,,,,,,,,narrow (<0.9m),0.95,No railings,1.0,,,,,,,,
88812,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,0.95,Timber,1.0
88814,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,0.95,Timber,1.0
88818,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,1.0,Timber,1.0
88823,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
88824,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
88838,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,0.95,Timber,1.0
88842,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,0.98,Timber,1.0
88845,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,1.0,Timber,1.0
88847,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
88848,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
88856,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,1.0,Timber,1.0
88857,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,0.95,Timber,1.0
88859,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,1.0,Timber,1.0
88865,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,1.0,Timber,1.0
88866,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,1.0,Timber,1.0
88869,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,0.95,Timber,1.0
88871,,,,,,,,,,,,,,,No railings,1.0,,,,,Timber,1.0,Timber,1.0
89154,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
89155,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
89163,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
89177,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
89437,,,,,,,,,,,medium (6-20m),0.9,narrow (<0.9m),0.85,,,unable to determine,0.0,Truss,1.0,Timber,0.95,Timber,1.0
89447,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.9,Beam,0.95,Timber,1.0,Timber,0.95
89450,,,,,,,,,,,short (<6m),0.8,standard (0.9-1.5m),0.85,1 railing,0.8,unable to determine,0.0,Beam,0.95,Timber,0.95,Timber,0.95
89576,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
89580,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.98,Timber,0.95
89761,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,No railings,1.0,Timber,0.95,Beam,1.0,Timber,1.0,Timber,1.0
89767,,,,,,,,,,,,,,,,,,,,,,,,
90361,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.95,Beam,0.95,Timber,0.95,,
90408,,,,,,,,,,,medium (6-20m),0.9,standard (0.9-1.5m),0.9,,,Concrete,0.9,Beam,0.95,Timber,1.0,Timber,0.95
90412,,,,,,,,,,,long (>20m),0.95,standard (0.9-1.5m),0.95,,,Timber,0.7,Beam,1.0,Timber,1.0,,
90641,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
90647,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
91248,,,,,,,,,,,,,,,2 railings,1.0,Timber,0.9,Beam,0.95,Timber,1.0,Timber,1.0
91253,,,,,,,,,,,medium (6-20m),0.85,,,,,,,,,Timber,0.95,,
91832,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.8,Beam,1.0,Timber,1.0,Timber,1.0
92090,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
92151,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
92160,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
92164,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.8,Beam,0.9,Timber,0.95,Timber,0.95
92794,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.85,,,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
92801,,,,,,,,,,,short (<6m),0.98,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.8,Beam,1.0,Timber,1.0,Timber,1.0
92854,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Concrete,1.0,Beam,1.0,Timber,1.0,Steel,0.95
92872,,,,,,,,,,,medium (6-20m),0.9,,,,,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
93036,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.85,1 railing,0.95,Timber,0.9,Beam,0.95,Timber,1.0,Timber,0.95
93038,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.95,Beam,0.95,Timber,0.95,Timber,0.95
93043,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
94144,,,,,,,,,,,,,standard (0.9-1.5m),0.9,,,Timber,0.9,Truss,1.0,Aluminum,0.9,Aluminum,0.9
94172,,,,,,,,,,,,,,,2 railings,0.95,,,,,,,,
94177,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.95,,,Timber,0.9,,,Timber,1.0,Timber,1.0
95947,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
95948,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
96291,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,,,Beam,0.95,Timber,0.95,Timber,0.95
96292,,,,,,,,,,,short (<6m),0.98,wide (>1.5m),0.9,No railings,1.0,,,Beam,0.95,Timber,1.0,Timber,1.0
96854,,,,,,,,,,,,,,,,,Timber,0.8,Truss,0.9,Timber,0.95,Timber,0.95
96884,,,,,,,,,,,,,,,1 railing,1.0,,,,,,,,
97442,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
97444,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
97446,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
97447,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
97817,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,,,Gabions,0.95,,,Timber,1.0,Timber,1.0
98336,,,,,,,,,,,medium (6-20m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.95,Beam,0.95,Timber,1.0,Timber,0.95
98498,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.95,Beam,0.95,Timber,1.0,Timber,1.0
98531,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,,,Timber,0.9,Beam,0.95,Timber,0.95,,
99455,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
99611,,,,,,,,,,,medium (6-20m),0.95,standard (0.9-1.5m),0.95,,,Timber,0.85,Beam,1.0,Timber,1.0,Steel,0.9
99614,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.9,,,Timber,0.95,,,Timber,1.0,Timber,1.0
99844,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.95,Beam,0.95,Timber,0.95,Timber,0.95
100140,2026-05-27T18:34:00.772300,gemini-3-flash-preview,"{
    ""fall_height"": {""value"": ""low (<1.2m)"", ""confidence"": 0.95}
}",6.439,low (<1.2m),0.95,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Concrete,1.0,Beam,1.0,Timber,1.0,Timber,1.0
100181,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.9,,,Timber,0.95,Timber,0.98
100272,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Gabions,1.0,Beam,0.95,Timber,1.0,Timber,1.0
100347,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.95,Beam,0.95,Timber,1.0,Timber,1.0
100348,,,,,,,,,,,short (<6m),0.95,narrow (<0.9m),0.9,No railings,1.0,Timber,0.9,Beam,0.95,Timber,0.95,Timber,1.0
100446,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,Timber,0.9,Beam,0.95,Timber,1.0,Timber,1.0
100475,,,,,,,,,,,medium (6-20m),0.8,standard (0.9-1.5m),0.9,,,Timber,0.95,Truss,0.95,Timber,0.95,Timber,1.0
100751,,,,,,,,,,,short (<6m),0.95,,,No railings,1.0,,,,,,,,
100752,,,,,,,,,,,short (<6m),0.9,,,1 railing,1.0,,,,,,,,
100757,,,,,,,,,,,,,unable to determine,0.0,,,unable to determine,0.0,unable to determine,0.0,Timber,0.95,Timber,0.95
100758,,,,,,,,,,,,,standard (0.9-1.5m),0.8,,,unable to determine,0.0,Beam,0.9,Timber,0.95,Timber,0.98
100826,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
100837,,,,,,,,,,,,,,,No railings,1.0,,,,,,,,
101132,,,,,,,,,,,short (<6m),0.95,standard (0.9-1.5m),0.9,,,,,Beam,0.95,Timber,1.0,,
101541,,,,,,,,,,,,,,,2 railings,1.0,,,,,,,,
101826,,,,,,,,,,,long (>20m),0.9,narrow (<0.9m),0.95,2 railings,1.0,Timber,0.9,Suspension,1.0,Aluminum,0.9,Aluminum,0.9
101831,,,,,,,,,,,short (<6m),0.9,standard (0.9-1.5m),0.9,No railings,0.95,,,Beam,0.95,Timber,1.0,,
101890,,,,,,,,,,,short (<6m),0.85,wide (>1.5m),0.9,No railings,0.95,Timber,0.9,Beam,0.95,Timber,0.95,Timber,0.95
101988,,,,,,,,,,,,,standard (0.9-1.5m),0.9,No railings,1.0,Timber,0.9,Beam,0.95,Timber,1.0,Timber,0.95
102341,,,,,,,,,,,,,,,No railings,1.0,unable to determine,0.0,Beam,0.95,Timber,0.95,,
102344,,,,,,,,,,,,,,,No railings,0.95,Timber,0.85,Beam,0.95,Timber,0.9,,
102352,,,,,,,,,,,,,,,No railings,1.0,Timber,0.95,Beam,0.95,Timber,0.95,,
102353,,,,,,,,,,,,,,,No railings,1.0,Timber,0.95,Beam,0.9,Timber,0.95,,
