asset_id,timestamp,model,response,latency_s,length_bin_value,length_bin_confidence,parse_error,raw_response,error,traceback
65609,2026-05-28T00:21:52.154709,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}
```",19.762,short (<6m),0.85,,,,
65788,2026-05-28T00:22:15.091068,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",22.931,medium (6-20m),0.8,,,,
65789,2026-05-28T00:22:29.321717,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}",14.22,medium (6-20m),0.7,,,,
66920,2026-05-28T00:22:45.283954,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}",15.957,medium (6-20m),0.8,,,,
67205,2026-05-28T00:23:19.092074,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",33.806,medium (6-20m),0.75,,,,
82270,2026-05-28T00:23:31.169902,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}}",12.071,short (<6m),0.9,,,,
82385,2026-05-28T00:24:06.214923,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",34.99,medium (6-20m),0.7,,,,
83150,2026-05-28T00:24:24.915661,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",18.694,medium (6-20m),0.8,,,,
83513,2026-05-28T00:25:11.808434,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}
```",46.888,short (<6m),0.8,,,,
86525,2026-05-28T00:25:42.033667,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",30.22,medium (6-20m),0.7,,,,
86599,2026-05-28T00:26:01.078754,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}",19.012,medium (6-20m),0.85,,,,
87188,2026-05-28T00:26:13.675491,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}}",12.592,short (<6m),0.9,,,,
87483,2026-05-28T00:26:47.469976,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",33.789,medium (6-20m),0.8,,,,
88133,2026-05-28T00:27:08.775594,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",21.301,short (<6m),0.9,,,,
88136,2026-05-28T00:27:38.586334,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",29.804,medium (6-20m),0.8,,,,
88280,2026-05-28T00:27:52.741030,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}}",14.149,medium (6-20m),0.8,,,,
88733,2026-05-28T00:28:11.717586,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",18.969,medium (6-20m),0.7,,,,
89437,2026-05-28T00:28:35.566018,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",23.847,medium (6-20m),0.7,,,,
89447,2026-05-28T00:28:48.286912,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}}",12.705,short (<6m),0.9,,,,
89450,2026-05-28T00:29:22.404858,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",34.116,medium (6-20m),0.7,,,,
89580,2026-05-28T00:29:33.464786,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",11.049,short (<6m),0.9,,,,
89761,2026-05-28T00:29:49.438599,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",15.953,short (<6m),0.9,,,,
90361,2026-05-28T00:30:02.636962,gemma-4-26b-a4b-it,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.95
    }
}",13.194,short (<6m),0.95,,,,
89767,2026-05-28T00:30:02.646076,gemma-4-26b-a4b-it,,0.004,,,True,,,
90408,2026-05-28T00:30:59.223077,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",56.576,medium (6-20m),0.7,,,,
90412,2026-05-28T00:31:22.222246,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.8}
}
```",22.994,long (>20m),0.8,,,,
91253,2026-05-28T00:31:42.179975,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",19.905,medium (6-20m),0.7,,,,
91832,2026-05-28T00:31:57.541259,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",15.357,short (<6m),0.9,,,,
92164,2026-05-28T00:32:19.660355,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.6}
}",22.117,short (<6m),0.6,,,,
92794,2026-05-28T00:32:30.926731,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",11.26,short (<6m),0.9,,,,
92801,2026-05-28T00:32:49.361835,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}
```",18.43,short (<6m),0.95,,,,
92854,2026-05-28T00:33:09.418940,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}
```",20.052,short (<6m),0.95,,,,
92872,2026-05-28T00:33:21.043401,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}",11.605,short (<6m),0.8,,,,
93036,2026-05-28T00:33:34.188599,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",13.139,short (<6m),0.9,,,,
93038,2026-05-28T00:33:45.572982,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",11.383,short (<6m),0.9,,,,
93043,2026-05-28T00:34:14.340818,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.7
    }
}
```",28.762,short (<6m),0.7,,,,
94177,2026-05-28T00:34:14.716357,gemma-4-26b-a4b-it,,0.37,,,True,,,
96291,2026-05-28T00:34:15.453136,gemma-4-26b-a4b-it,,0.736,,,True,,,
96292,2026-05-28T00:34:16.095672,gemma-4-26b-a4b-it,,0.642,,,True,,,
97817,2026-05-28T00:34:16.578923,gemma-4-26b-a4b-it,,0.48,,,True,,,
98336,2026-05-28T00:34:19.967254,gemma-4-26b-a4b-it,,3.386,,,True,,,
98498,2026-05-28T00:34:20.474718,gemma-4-26b-a4b-it,,0.502,,,True,,,
98531,2026-05-28T00:34:52.645651,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",32.17,medium (6-20m),0.75,,,,
99611,2026-05-28T00:35:24.487533,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",31.836,medium (6-20m),0.8,,,,
99614,2026-05-28T00:35:52.034131,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.85}
}
```",27.535,long (>20m),0.85,,,,
99844,2026-05-28T00:36:04.321074,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",12.276,short (<6m),0.9,,,,
100140,2026-05-28T00:37:12.009087,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",67.666,medium (6-20m),0.7,,,,
100181,2026-05-28T00:37:30.448703,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}}",18.434,short (<6m),0.8,,,,
100272,2026-05-28T00:38:13.786792,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.75
    }
}
```",43.332,short (<6m),0.75,,,,
100347,2026-05-28T00:38:33.430500,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}
```",19.628,short (<6m),0.8,,,,
100348,2026-05-28T00:39:06.904023,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.75}
}
```",33.467,short (<6m),0.75,,,,
100446,2026-05-28T00:39:20.923961,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",14.015,short (<6m),0.9,,,,
100475,2026-05-28T00:39:50.824624,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}
```",29.899,medium (6-20m),0.85,,,,
100751,2026-05-28T00:40:09.394840,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}
}",18.564,short (<6m),0.95,,,,
100752,2026-05-28T00:40:33.017987,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}",23.618,medium (6-20m),0.7,,,,
101132,2026-05-28T00:40:55.858174,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",22.834,short (<6m),0.9,,,,
101826,2026-05-28T00:41:07.314737,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.8}
}",11.45,long (>20m),0.8,,,,
101831,2026-05-28T00:41:20.131466,gemma-4-26b-a4b-it,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.9
    }
}",12.815,short (<6m),0.9,,,,
101890,2026-05-28T00:41:49.008845,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",28.868,medium (6-20m),0.7,,,,
102436,2026-05-28T00:42:29.971913,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}
```",40.956,medium (6-20m),0.8,,,,
103253,2026-05-28T00:43:07.509347,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.7
    }
}
```",37.531,short (<6m),0.7,,,,
103256,2026-05-28T00:43:48.918125,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.7
    }
}
```",41.403,short (<6m),0.7,,,,
105449,2026-05-28T00:44:28.652091,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.75
    }
}
```",39.729,medium (6-20m),0.75,,,,
106027,2026-05-28T00:44:49.734210,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",21.075,short (<6m),0.9,,,,
106030,2026-05-28T00:45:17.793959,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.9}
}
```",28.009,long (>20m),0.9,,,,
106045,2026-05-28T00:46:09.812320,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.75}
}
```",52.003,long (>20m),0.75,,,,
106273,2026-05-28T00:46:21.391460,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}}",11.554,short (<6m),0.8,,,,
106920,2026-05-28T00:46:35.657028,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}",14.259,short (<6m),0.85,,,,
106925,2026-05-28T00:46:49.804497,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.95}}",14.145,short (<6m),0.95,,,,
107041,2026-05-28T00:47:07.605390,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.7}
}",17.795,short (<6m),0.7,,,,
107058,2026-05-28T00:47:27.138937,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.9}
}
```",19.521,long (>20m),0.9,,,,
107877,2026-05-28T00:48:02.535256,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.7
    }
}
```",35.391,medium (6-20m),0.7,,,,
107885,2026-05-28T00:48:18.437055,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}
```",15.881,short (<6m),0.8,,,,
107969,2026-05-28T00:48:31.898902,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.9}
}",13.452,long (>20m),0.9,,,,
108037,2026-05-28T00:48:43.823488,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.95}
}
```",11.919,long (>20m),0.95,,,,
108040,2026-05-28T00:48:56.272462,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}}",12.446,short (<6m),0.85,,,,
108107,2026-05-28T00:49:09.643297,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",13.361,short (<6m),0.9,,,,
108380,2026-05-28T00:49:37.517902,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.85
    }
}
```",27.868,medium (6-20m),0.85,,,,
108725,2026-05-28T00:50:06.603811,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.65
    }
}
```",29.084,medium (6-20m),0.65,,,,
108731,2026-05-28T00:50:33.898048,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",27.289,medium (6-20m),0.75,,,,
109160,2026-05-28T00:50:48.729003,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}",14.829,short (<6m),0.8,,,,
109169,2026-05-28T00:51:09.750671,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}
```",21.017,short (<6m),0.9,,,,
109560,2026-05-28T00:52:07.812229,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.7
    }
}
```",58.06,short (<6m),0.7,,,,
109619,2026-05-28T00:52:27.465564,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}
```",19.634,medium (6-20m),0.85,,,,
110131,2026-05-28T00:52:59.102667,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.8
    }
}
```",31.631,medium (6-20m),0.8,,,,
110139,2026-05-28T00:53:18.774425,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.75}
}
```",19.671,short (<6m),0.75,,,,
110170,2026-05-28T00:53:42.432325,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",23.628,medium (6-20m),0.7,,,,
110299,2026-05-28T00:54:13.248164,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.85
    }
}
```",30.807,medium (6-20m),0.85,,,,
110356,2026-05-28T00:54:32.098148,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}}",18.848,short (<6m),0.85,,,,
110868,2026-05-28T00:55:07.306279,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",35.203,medium (6-20m),0.75,,,,
110932,2026-05-28T00:55:23.999707,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.7}
}",16.678,short (<6m),0.7,,,,
110996,2026-05-28T00:55:33.708172,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",9.707,short (<6m),0.9,,,,
111426,2026-05-28T00:56:08.041742,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}",34.329,medium (6-20m),0.8,,,,
111439,2026-05-28T00:56:43.787850,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""long (>20m)"",
        ""confidence"": 0.7
    }
}
```",35.727,long (>20m),0.7,,,,
111447,2026-05-28T00:57:06.916314,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.85}
}",23.122,medium (6-20m),0.85,,,,
111452,2026-05-28T00:57:24.937093,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}}",18.017,medium (6-20m),0.8,,,,
111914,2026-05-28T00:57:51.974251,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.8}
}",27.026,medium (6-20m),0.8,,,,
112338,2026-05-28T00:58:10.510180,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.8}
}
```",18.532,short (<6m),0.8,,,,
112340,2026-05-28T00:58:23.001374,gemma-4-26b-a4b-it,"{""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.8}}",12.479,long (>20m),0.8,,,,
112348,2026-05-28T00:58:34.159351,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}",11.155,short (<6m),0.85,,,,
112386,2026-05-28T00:59:17.738087,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.7}
}
```",43.577,long (>20m),0.7,,,,
112406,2026-05-28T00:59:56.701712,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",38.958,medium (6-20m),0.7,,,,
112422,2026-05-28T01:00:08.668909,gemma-4-26b-a4b-it,"{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.9}
}",11.954,short (<6m),0.9,,,,
113125,2026-05-28T01:00:50.153261,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""long (>20m)"", ""confidence"": 0.75}
}
```",41.482,long (>20m),0.75,,,,
113163,2026-05-28T01:01:11.143680,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""short (<6m)"", ""confidence"": 0.85}
}
```",20.969,short (<6m),0.85,,,,
113164,2026-05-28T01:01:28.048238,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {
        ""value"": ""medium (6-20m)"",
        ""confidence"": 0.75
    }
}
```",16.9,medium (6-20m),0.75,,,,
113217,2026-05-28T01:01:52.621792,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.75}
}
```",24.547,medium (6-20m),0.75,,,,
113244,2026-05-28T01:02:10.340930,gemma-4-26b-a4b-it,"```json
{
    ""length_bin"": {""value"": ""medium (6-20m)"", ""confidence"": 0.7}
}
```",17.713,medium (6-20m),0.7,,,,
113731,2026-05-28T01:02:21.970060,gemma-4-26b-a4b-it,"{
    ""length_bin"": {
        ""value"": ""short (<6m)"",
        ""confidence"": 0.95
    }
}",11.623,short (<6m),0.95,,,,
