attribute,asset_type,target_column,target_file,feature_file,task_type,strategy,classifier,splitter,fold,n_folds,n_features,n_train_labels,n_valid_labels,n_train_assets,n_valid_assets,accuracy,weighted_f1,macro_f1,inner_macro_f1_mean
length_bin,Stairs,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,4,5,768,22,5,22,5,0.4,0.44000000000000006,0.3,
length_bin,Stairs,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,5,5,768,22,5,22,5,0.6,0.6333333333333333,0.5833333333333333,
length_bin,Trail Bridge,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,StratifiedGroupKFold,1,5,768,422,106,422,106,0.5943396226415094,0.5946639376162128,0.5825651472710297,
length_bin,Trail Bridge,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,StratifiedGroupKFold,2,5,768,422,106,422,106,0.6509433962264151,0.6476426125236316,0.566588714996702,
length_bin,Trail Bridge,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,StratifiedGroupKFold,3,5,768,422,106,422,106,0.6226415094339622,0.6209750771150618,0.5669732960720385,
length_bin,Trail Bridge,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,StratifiedGroupKFold,4,5,768,423,105,423,105,0.6476190476190476,0.6280701754385964,0.4582289055973267,
length_bin,Trail Bridge,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,StratifiedGroupKFold,5,5,768,423,105,423,105,0.6095238095238096,0.6161064425770307,0.5609243697478992,
length_bin,Viewing Platform,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,1,5,768,4,1,4,1,0.0,0.0,0.0,
length_bin,Viewing Platform,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,2,5,768,4,1,4,1,0.0,0.0,0.0,
length_bin,Viewing Platform,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,3,5,768,4,1,4,1,0.0,0.0,0.0,
length_bin,Viewing Platform,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,4,5,768,4,1,4,1,0.0,0.0,0.0,
length_bin,Viewing Platform,length_bin,data/processed/train/length_bin_train.csv,data/features/dinov3_vitb16_remaining_attributes_assets.csv,classification,dinov3_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,5,5,768,4,1,4,1,0.0,0.0,0.0,
