asset_id,timestamp,model,response,material_frame_tank_body_value,material_frame_tank_body_confidence,parse_error
53807,2026-05-22T00:31:34.937937,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}
```",Concrete,1.0,
53808,2026-05-22T00:32:20.094261,gemma-4-26b-a4b-it,,,,True
54159,2026-05-22T00:33:12.524648,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.9
    }
}
```",Rock/Stone,0.9,
54208,2026-05-22T00:34:01.782039,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Steel"",
        ""confidence"": 0.85
    }
}
```",Steel,0.85,
54335,2026-05-22T00:34:22.990933,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
54337,2026-05-22T00:34:39.872620,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",Timber/Wood,0.9,
54506,2026-05-22T00:35:46.837137,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}
```",Rock/Stone,0.95,
55707,2026-05-22T00:36:56.386169,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
55708,2026-05-22T00:37:03.438163,gemma-4-26b-a4b-it,,,,True
55912,2026-05-22T00:37:21.362517,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}
```",Concrete,1.0,
56479,2026-05-22T00:38:30.696738,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}
```",Timber/Wood,0.98,
56563,2026-05-22T00:38:37.875348,gemma-4-26b-a4b-it,,,,True
56878,2026-05-22T00:38:41.254490,gemma-4-26b-a4b-it,,,,True
57224,2026-05-22T00:39:10.522539,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
57614,2026-05-22T00:39:17.686308,gemma-4-26b-a4b-it,,,,True
57673,2026-05-22T00:39:48.421193,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",Concrete,0.9,
57674,2026-05-22T00:39:55.697641,gemma-4-26b-a4b-it,,,,True
58180,2026-05-22T00:40:10.733281,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
58182,2026-05-22T00:40:18.725288,gemma-4-26b-a4b-it,,,,True
60066,2026-05-22T00:40:21.695447,gemma-4-26b-a4b-it,,,,True
60443,2026-05-22T00:40:41.071823,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
60444,2026-05-22T00:41:11.263989,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
61221,2026-05-22T00:41:58.670777,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
61611,2026-05-22T00:42:35.331727,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
61846,2026-05-22T00:42:43.728968,gemma-4-26b-a4b-it,,,,True
61933,2026-05-22T00:43:08.925636,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
62338,2026-05-22T00:43:17.759006,gemma-4-26b-a4b-it,,,,True
62365,2026-05-22T00:43:58.489353,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
63006,2026-05-22T00:44:07.593925,gemma-4-26b-a4b-it,,,,True
63400,2026-05-22T00:44:19.789204,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.9
    }
}",Rock/Stone,0.9,
64381,2026-05-22T00:44:26.947777,gemma-4-26b-a4b-it,,,,True
64656,2026-05-22T00:44:53.366299,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
64840,2026-05-22T00:45:00.945601,gemma-4-26b-a4b-it,,,,True
65318,2026-05-22T00:45:04.422694,gemma-4-26b-a4b-it,,,,True
65613,2026-05-22T00:45:31.467956,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
66054,2026-05-22T00:45:38.427160,gemma-4-26b-a4b-it,,,,True
66055,2026-05-22T00:46:22.969314,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
66243,2026-05-22T00:46:41.815740,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
67210,2026-05-22T00:47:25.374677,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
80433,2026-05-22T00:47:54.833480,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 1.0
    }
}",Rock/Stone,1.0,
80436,2026-05-22T00:48:02.711330,gemma-4-26b-a4b-it,,,,True
80438,2026-05-22T00:48:05.265816,gemma-4-26b-a4b-it,,,,True
80450,2026-05-22T00:48:08.543510,gemma-4-26b-a4b-it,,,,True
80452,2026-05-22T00:48:35.073551,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
80458,2026-05-22T00:49:02.306309,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
80460,2026-05-22T00:49:44.306325,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
80463,2026-05-22T00:50:23.002148,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
80470,2026-05-22T00:50:30.660401,gemma-4-26b-a4b-it,,,,True
80471,2026-05-22T00:50:31.290481,gemma-4-26b-a4b-it,,,,True
80606,2026-05-22T00:50:38.050718,gemma-4-26b-a4b-it,,,,True
80607,2026-05-22T00:50:58.863225,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
80608,2026-05-22T00:51:29.505737,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
80639,2026-05-22T00:51:37.546902,gemma-4-26b-a4b-it,,,,True
80640,2026-05-22T00:51:41.134247,gemma-4-26b-a4b-it,,,,True
80804,2026-05-22T00:51:44.509098,gemma-4-26b-a4b-it,,,,True
80909,2026-05-22T00:51:46.349709,gemma-4-26b-a4b-it,,,,True
80916,2026-05-22T00:51:48.297933,gemma-4-26b-a4b-it,,,,True
81293,2026-05-22T00:51:51.471665,gemma-4-26b-a4b-it,,,,True
82182,2026-05-22T00:51:55.157573,gemma-4-26b-a4b-it,,,,True
82213,2026-05-22T00:52:25.060400,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
82406,2026-05-22T00:53:00.121002,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
82425,2026-05-22T00:53:07.249878,gemma-4-26b-a4b-it,,,,True
82461,2026-05-22T00:53:44.942687,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
82555,2026-05-22T00:54:19.035839,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}
```",Concrete,1.0,
82778,2026-05-22T00:54:56.206776,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
82806,2026-05-22T00:55:05.317436,gemma-4-26b-a4b-it,,,,True
82811,2026-05-22T00:55:08.760587,gemma-4-26b-a4b-it,,,,True
82812,2026-05-22T00:55:12.480416,gemma-4-26b-a4b-it,,,,True
83137,2026-05-22T00:55:15.250446,gemma-4-26b-a4b-it,,,,True
83142,2026-05-22T00:55:33.302250,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
83147,2026-05-22T00:56:12.014167,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
83152,2026-05-22T00:56:52.643135,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
83852,2026-05-22T00:57:00.629161,gemma-4-26b-a4b-it,,,,True
83940,2026-05-22T00:57:35.962060,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
84944,2026-05-22T00:58:08.629113,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
85087,2026-05-22T00:58:42.310734,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Aluminum"",
        ""confidence"": 0.9
    }
}
```",Aluminum,0.9,
85476,2026-05-22T00:59:14.798792,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
85483,2026-05-22T00:59:55.527713,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
85486,2026-05-22T01:00:30.884268,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
85489,2026-05-22T01:01:01.084818,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
85492,2026-05-22T01:01:08.660332,gemma-4-26b-a4b-it,,,,True
85496,2026-05-22T01:01:26.966637,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
85958,2026-05-22T01:02:12.972732,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
85964,2026-05-22T01:02:39.909237,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.98
    }
}",Concrete,0.98,
86044,2026-05-22T01:03:18.711435,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
86053,2026-05-22T01:03:52.301750,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
86062,2026-05-22T01:04:20.771776,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
86091,2026-05-22T01:04:49.130318,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
86094,2026-05-22T01:05:19.234578,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
86102,2026-05-22T01:05:39.509572,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
86159,2026-05-22T01:06:04.396422,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
86174,2026-05-22T01:06:43.198092,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
86209,2026-05-22T01:06:50.792322,gemma-4-26b-a4b-it,,,,True
86246,2026-05-22T01:06:53.340522,gemma-4-26b-a4b-it,,,,True
86259,2026-05-22T01:07:09.416741,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
86617,2026-05-22T01:07:40.812678,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
86620,2026-05-22T01:07:49.452812,gemma-4-26b-a4b-it,,,,True
86623,2026-05-22T01:08:21.303052,gemma-4-26b-a4b-it,"{""material_frame_tank_body"": {""value"": ""Concrete"", ""confidence"": 0.98}}",Concrete,0.98,
87005,2026-05-22T01:08:55.502333,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
87019,2026-05-22T01:09:24.163085,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
87713,2026-05-22T01:09:48.950130,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
87717,2026-05-22T01:10:35.454948,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.9
    }
}",Rock/Stone,0.9,
88086,2026-05-22T01:11:06.684484,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
88087,2026-05-22T01:11:41.301581,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
88091,2026-05-22T01:12:25.738101,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}
```",Steel,0.9,
88110,2026-05-22T01:12:33.409215,gemma-4-26b-a4b-it,,,,True
88111,2026-05-22T01:12:33.413826,gemma-4-26b-a4b-it,,,,True
88120,2026-05-22T01:12:33.415648,gemma-4-26b-a4b-it,,,,True
88138,2026-05-22T01:12:36.077758,gemma-4-26b-a4b-it,,,,True
88123,2026-05-22T01:12:36.082619,gemma-4-26b-a4b-it,,,,True
88137,2026-05-22T01:12:36.084353,gemma-4-26b-a4b-it,,,,True
88149,2026-05-22T01:12:36.085386,gemma-4-26b-a4b-it,,,,True
88161,2026-05-22T01:12:36.087077,gemma-4-26b-a4b-it,,,,True
88162,2026-05-22T01:12:36.089073,gemma-4-26b-a4b-it,,,,True
88165,2026-05-22T01:12:36.090021,gemma-4-26b-a4b-it,,,,True
88172,2026-05-22T01:12:36.090745,gemma-4-26b-a4b-it,,,,True
88198,2026-05-22T01:13:10.081180,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
88176,2026-05-22T01:13:15.094027,gemma-4-26b-a4b-it,,,,True
88177,2026-05-22T01:13:15.095204,gemma-4-26b-a4b-it,,,,True
88178,2026-05-22T01:13:15.096575,gemma-4-26b-a4b-it,,,,True
88207,2026-05-22T01:13:15.097758,gemma-4-26b-a4b-it,,,,True
88205,2026-05-22T01:13:15.099039,gemma-4-26b-a4b-it,,,,True
88271,2026-05-22T01:13:45.910058,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
88507,2026-05-22T01:14:20.331510,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
89201,2026-05-22T01:14:50.216768,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
89202,2026-05-22T01:15:10.907205,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
88210,2026-05-22T01:15:15.924131,gemma-4-26b-a4b-it,,,,True
89546,2026-05-22T01:15:39.678672,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}
```",Concrete,0.95,
89549,2026-05-22T01:16:08.720797,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
89561,2026-05-22T01:16:40.606167,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",Concrete,0.95,
89567,2026-05-22T01:16:47.497809,gemma-4-26b-a4b-it,,,,True
89639,2026-05-22T01:17:07.841950,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
88398,2026-05-22T01:17:12.851532,gemma-4-26b-a4b-it,,,,True
89332,2026-05-22T01:17:12.853127,gemma-4-26b-a4b-it,,,,True
89718,2026-05-22T01:18:02.946626,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
89730,2026-05-22T01:18:29.358695,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
89732,2026-05-22T01:18:57.677248,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}
```",Timber/Wood,0.95,
89733,2026-05-22T01:19:27.644788,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
91224,2026-05-22T01:20:02.758273,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",Rock/Stone,0.95,
91434,2026-05-22T01:20:36.754713,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
92005,2026-05-22T01:20:43.712699,gemma-4-26b-a4b-it,,,,True
92007,2026-05-22T01:21:19.579274,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.85
    }
}
```",Timber/Wood,0.85,
92015,2026-05-22T01:21:49.873171,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.85
    }
}
```",Concrete,0.85,
92032,2026-05-22T01:22:21.814407,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}
```",Timber/Wood,1.0,
