asset_id,timestamp,model,response,fall_height_bin_value,fall_height_bin_confidence,material_frame_tank_body_value,material_frame_tank_body_confidence,parse_error,has_pedestrian_railing_value,has_pedestrian_railing_confidence,steps_bin_value,steps_bin_confidence,structure_position_value,structure_position_confidence
48799,2026-05-27T11:27:35.067614,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
48937,2026-05-27T11:27:43.938886,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
49501,2026-05-27T11:28:00.161618,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",,,Timber/Wood,0.9,,,,,,,
49525,2026-05-27T11:28:09.380356,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
49702,2026-05-27T11:28:18.185540,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
49704,2026-05-27T11:28:30.025813,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
49705,2026-05-27T11:28:39.692853,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
49707,2026-05-27T11:28:49.418394,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
49710,2026-05-27T11:28:57.895147,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
49711,2026-05-27T11:29:09.352798,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
50514,2026-05-27T11:29:18.917600,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
50723,2026-05-27T11:29:28.983196,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
50805,2026-05-27T11:29:38.664497,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
51270,2026-05-27T11:29:47.679634,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
51458,2026-05-27T11:29:56.891993,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
51536,2026-05-27T11:30:06.416606,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
51545,2026-05-27T11:30:31.642242,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Metal"",
        ""confidence"": 1.0
    }
}",,,Metal,1.0,,,,,,,
51695,2026-05-27T11:30:40.980704,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",,,Concrete,0.9,,,,,,,
51804,2026-05-27T11:31:13.741706,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",,,Timber/Wood,0.9,,,,,,,
51805,2026-05-27T11:31:24.550425,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""unable to determine"",
        ""confidence"": 0.0
    }
}",,,unable to determine,0.0,,,,,,,
52162,2026-05-27T11:31:33.355318,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
52248,2026-05-27T11:31:43.082796,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
52621,2026-05-27T11:31:53.742052,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
52622,2026-05-27T11:32:02.645294,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
52952,2026-05-27T11:32:15.628230,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
53110,2026-05-27T11:32:24.336155,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
53111,2026-05-27T11:32:32.750214,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
53212,2026-05-27T11:32:41.760559,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
53214,2026-05-27T11:32:56.616366,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}",,,Timber/Wood,0.9,,,,,,,
53222,2026-05-27T11:33:05.414930,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
53428,2026-05-27T11:33:15.258861,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
53688,2026-05-27T11:33:24.370060,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
53805,2026-05-27T11:33:34.096460,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
53807,2026-05-27T11:33:43.099957,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
53808,2026-05-27T11:34:00.312894,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
54159,2026-05-27T11:34:09.835345,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
54208,2026-05-27T11:34:19.346303,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
54335,2026-05-27T11:34:30.319604,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
54337,2026-05-27T11:34:39.725003,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
54506,2026-05-27T11:34:49.351191,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
55707,2026-05-27T11:35:01.637111,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
55708,2026-05-27T11:35:10.342685,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
55912,2026-05-27T11:35:20.099888,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
56479,2026-05-27T11:35:29.492823,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
56563,2026-05-27T11:35:40.712291,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
56878,2026-05-27T11:35:52.856241,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
57224,2026-05-27T11:36:03.150162,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
57614,2026-05-27T11:36:11.758500,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
57673,2026-05-27T11:36:21.000916,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",,,Concrete,0.9,,,,,,,
57674,2026-05-27T11:36:29.702912,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
58180,2026-05-27T11:36:39.738532,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
58182,2026-05-27T11:36:48.515462,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
60066,2026-05-27T11:36:58.153121,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
60443,2026-05-27T11:37:08.307163,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
60444,2026-05-27T11:37:17.390325,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
61221,2026-05-27T11:37:25.919441,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
61611,2026-05-27T11:37:34.367145,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.9
    }
}",,,Rock/Stone,0.9,,,,,,,
61846,2026-05-27T11:37:43.534808,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
61933,2026-05-27T11:37:53.192040,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
62338,2026-05-27T11:38:02.894836,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
62365,2026-05-27T11:38:12.004321,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
63006,2026-05-27T11:38:21.011876,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
63400,2026-05-27T11:38:30.881353,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
64381,2026-05-27T11:38:39.550218,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
64656,2026-05-27T11:38:50.408799,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
64840,2026-05-27T11:38:59.759781,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
65318,2026-05-27T11:39:29.661799,gemini-3-flash-preview,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}
```",,,Concrete,0.9,,,,,,,
65613,2026-05-27T11:39:39.354592,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
66054,2026-05-27T11:39:48.325623,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
66055,2026-05-27T11:39:57.270139,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
66243,2026-05-27T11:40:06.690887,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
67210,2026-05-27T11:40:15.970609,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
80433,2026-05-27T11:40:24.917114,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
80436,2026-05-27T11:40:36.493076,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
80438,2026-05-27T11:40:47.140755,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
80450,2026-05-27T11:40:56.308726,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 1.0
    }
}",,,Rock/Stone,1.0,,,,,,,
80452,2026-05-27T11:41:06.328225,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
80458,2026-05-27T11:41:15.413956,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 1.0
    }
}",,,Rock/Stone,1.0,,,,,,,
80460,2026-05-27T11:41:25.141173,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
80463,2026-05-27T11:41:34.450485,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
80470,2026-05-27T11:41:44.283413,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 1.0
    }
}",,,Rock/Stone,1.0,,,,,,,
80471,2026-05-27T11:41:53.289751,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Rock/Stone"",
        ""confidence"": 0.95
    }
}",,,Rock/Stone,0.95,,,,,,,
80606,2026-05-27T11:42:06.825714,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
80607,2026-05-27T11:42:18.834980,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
80608,2026-05-27T11:42:35.101893,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
80639,2026-05-27T11:42:45.724198,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
80640,2026-05-27T11:42:57.297546,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
80804,2026-05-27T11:43:07.031334,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
80909,2026-05-27T11:43:15.926222,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
80916,2026-05-27T11:43:25.520366,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
81293,2026-05-27T11:43:36.935151,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
82182,2026-05-27T11:43:46.860104,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
82213,2026-05-27T11:43:56.893884,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
82406,2026-05-27T11:44:05.600388,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
82425,2026-05-27T11:44:22.597810,gemini-3-flash-preview,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}
```",,,Concrete,0.9,,,,,,,
82461,2026-05-27T11:44:41.854937,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.9
    }
}",,,Concrete,0.9,,,,,,,
82555,2026-05-27T11:44:52.366679,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
82778,2026-05-27T11:45:02.226538,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
82806,2026-05-27T11:45:12.163795,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
82811,2026-05-27T11:45:24.532028,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
82812,2026-05-27T11:45:34.796731,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 1.0
    }
}",,,Concrete,1.0,,,,,,,
83137,2026-05-27T11:45:46.464797,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
83142,2026-05-27T11:45:56.497561,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
83147,2026-05-27T11:46:05.408563,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
83152,2026-05-27T11:46:15.955245,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
83852,2026-05-27T11:46:25.887179,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Concrete"",
        ""confidence"": 0.95
    }
}",,,Concrete,0.95,,,,,,,
83940,2026-05-27T11:46:36.125002,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
84944,2026-05-27T11:46:45.179530,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
85087,2026-05-27T11:46:57.942771,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Steel"",
        ""confidence"": 0.95
    }
}",,,Steel,0.95,,,,,,,
85476,2026-05-27T11:47:07.050674,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
85483,2026-05-27T11:47:16.065538,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
85486,2026-05-27T11:47:24.667324,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
85489,2026-05-27T11:47:34.293697,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",,,Timber/Wood,1.0,,,,,,,
85492,2026-05-27T11:47:44.734768,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
85496,2026-05-27T11:47:53.848853,gemini-3-flash-preview,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",,,Timber/Wood,0.95,,,,,,,
