attribute,target_column,target_file,task_type,strategy,splitter,fold,n_folds,knn_k,n_train_labels,n_valid_labels,n_train_assets,n_valid_assets,accuracy,weighted_f1,macro_f1,mae,rmse,r2
attr_length,attr_length,data\processed\train\attr_length_train.csv,regression,knn_group_cv,GroupKFold,3,5,10,2095,519,1395,349,,,,36.98166782273603,179.8839809361841,-0.03586884596610651
attr_length,attr_length,data\processed\train\attr_length_train.csv,regression,knn_group_cv,GroupKFold,4,5,10,2134,468,1395,349,,,,26.53871547008547,101.63011656312024,-0.08508125985598447
attr_length,attr_length,data\processed\train\attr_length_train.csv,regression,knn_group_cv,GroupKFold,5,5,10,2118,486,1396,348,,,,26.751724938271607,93.90744008715171,-0.09189383738004864
"attr_material_frame,_tank,_body","attr_material_frame,_tank,_body",data\processed\train\attr_material_frame_tank_body_train.csv,classification,knn_group_cv,GroupKFold,1,5,10,1126,286,643,161,0.7552447552447552,0.7223200551135773,0.3713394062078273,,,
"attr_material_frame,_tank,_body","attr_material_frame,_tank,_body",data\processed\train\attr_material_frame_tank_body_train.csv,classification,knn_group_cv,GroupKFold,2,5,10,1119,289,643,161,0.8200692041522492,0.7818855108023658,0.41846270593697865,,,
"attr_material_frame,_tank,_body","attr_material_frame,_tank,_body",data\processed\train\attr_material_frame_tank_body_train.csv,classification,knn_group_cv,GroupKFold,3,5,10,1131,281,643,161,0.8220640569395018,0.8218963001549464,0.47498808634730966,,,
"attr_material_frame,_tank,_body","attr_material_frame,_tank,_body",data\processed\train\attr_material_frame_tank_body_train.csv,classification,knn_group_cv,GroupKFold,4,5,10,1130,280,643,161,0.7607142857142857,0.7439328699522875,0.4525129277556462,,,
"attr_material_frame,_tank,_body","attr_material_frame,_tank,_body",data\processed\train\attr_material_frame_tank_body_train.csv,classification,knn_group_cv,GroupKFold,5,5,10,1158,257,644,160,0.6342412451361867,0.5844360142251642,0.33115094794509303,,,
attr_number_of_steps,attr_number_of_steps,data\processed\train\attr_number_of_steps_train.csv,regression,knn_group_cv,GroupKFold,1,5,10,45,7,23,6,,,,28.871428571428574,43.362475548730906,-0.20296265831048466
attr_number_of_steps,attr_number_of_steps,data\processed\train\attr_number_of_steps_train.csv,regression,knn_group_cv,GroupKFold,2,5,10,36,16,23,6,,,,7.01875,7.8107698084119725,0.04154157717091134
attr_number_of_steps,attr_number_of_steps,data\processed\train\attr_number_of_steps_train.csv,regression,knn_group_cv,GroupKFold,3,5,10,43,9,23,6,,,,12.566666666666666,15.567023550512866,-24.3603488372093
attr_number_of_steps,attr_number_of_steps,data\processed\train\attr_number_of_steps_train.csv,regression,knn_group_cv,GroupKFold,4,5,10,39,13,23,6,,,,10.00769230769231,11.351279155299567,0.0051210709064327675
attr_number_of_steps,attr_number_of_steps,data\processed\train\attr_number_of_steps_train.csv,regression,knn_group_cv,GroupKFold,5,5,10,45,7,24,5,,,,12.057142857142859,16.675816536015777,-35.04777777777778
attr_structure_material,attr_structure_material,data\processed\train\attr_structure_material_train.csv,classification,knn_group_cv,GroupKFold,1,5,10,2194,529,1406,352,0.8374291115311909,0.8079798838249856,0.443078168767507,,,
attr_structure_material,attr_structure_material,data\processed\train\attr_structure_material_train.csv,classification,knn_group_cv,GroupKFold,2,5,10,2192,527,1406,352,0.920303605313093,0.9027798650799113,0.4707716506291636,,,
attr_structure_material,attr_structure_material,data\processed\train\attr_structure_material_train.csv,classification,knn_group_cv,GroupKFold,3,5,10,2180,541,1406,352,0.8484288354898336,0.8138592619150299,0.5026460326612785,,,
attr_structure_material,attr_structure_material,data\processed\train\attr_structure_material_train.csv,classification,knn_group_cv,GroupKFold,4,5,10,2205,509,1407,351,0.8939096267190569,0.8764927903040307,0.6330701498563455,,,
attr_structure_material,attr_structure_material,data\processed\train\attr_structure_material_train.csv,classification,knn_group_cv,GroupKFold,5,5,10,2185,534,1407,351,0.8820224719101124,0.8500177953448873,0.3795520059898921,,,
attr_structure_position,attr_structure_position,data\processed\train\attr_structure_position_train.csv,classification,knn_group_cv,StratifiedGroupKFold,1,5,10,830,204,490,123,0.8137254901960784,0.8048777818241881,0.5459589295984303,,,
attr_structure_position,attr_structure_position,data\processed\train\attr_structure_position_train.csv,classification,knn_group_cv,StratifiedGroupKFold,2,5,10,830,202,491,122,0.900990099009901,0.887342816560137,0.605028129395218,,,
attr_structure_position,attr_structure_position,data\processed\train\attr_structure_position_train.csv,classification,knn_group_cv,StratifiedGroupKFold,3,5,10,830,205,489,124,0.8341463414634146,0.8191256644315718,0.5555316632620149,,,
attr_structure_position,attr_structure_position,data\processed\train\attr_structure_position_train.csv,classification,knn_group_cv,StratifiedGroupKFold,4,5,10,831,199,492,121,0.864321608040201,0.8554815208283789,0.5863924517175292,,,
attr_structure_position,attr_structure_position,data\processed\train\attr_structure_position_train.csv,classification,knn_group_cv,StratifiedGroupKFold,5,5,10,831,204,490,123,0.8480392156862745,0.8346558564774884,0.5684261974584556,,,
attr_width,attr_width,data\processed\train\attr_width_train.csv,regression,knn_group_cv,GroupKFold,1,5,10,2252,473,1387,347,,,,0.6658097251585624,2.2529982935355264,0.0920857548003261
attr_width,attr_width,data\processed\train\attr_width_train.csv,regression,knn_group_cv,GroupKFold,2,5,10,2148,579,1387,347,,,,0.42766438687392055,0.78332000859545,0.25451649434039525
attr_width,attr_width,data\processed\train\attr_width_train.csv,regression,knn_group_cv,GroupKFold,3,5,10,2196,538,1387,347,,,,0.4267553903345725,0.7898862934648996,0.1932899813459582
attr_width,attr_width,data\processed\train\attr_width_train.csv,regression,knn_group_cv,GroupKFold,4,5,10,2226,504,1387,347,,,,0.36642642857142854,0.9378619812239949,0.2566584256889156
attr_width,attr_width,data\processed\train\attr_width_train.csv,regression,knn_group_cv,GroupKFold,5,5,10,2198,540,1388,346,,,,0.46496340740740744,1.2019682789331345,0.2259821755864886
fall_height_bin,fall_height_bin,data\processed\train\fall_height_bin_train.csv,classification,knn_group_cv,GroupKFold,1,5,10,185,54,97,25,0.3333333333333333,0.2345225127087872,0.30106209150326796,,,
fall_height_bin,fall_height_bin,data\processed\train\fall_height_bin_train.csv,classification,knn_group_cv,GroupKFold,2,5,10,177,61,97,25,0.4262295081967213,0.3938139274204848,0.2871998371998372,,,
fall_height_bin,fall_height_bin,data\processed\train\fall_height_bin_train.csv,classification,knn_group_cv,GroupKFold,3,5,10,198,41,98,24,0.43902439024390244,0.43716608594657375,0.3325396825396825,,,
fall_height_bin,fall_height_bin,data\processed\train\fall_height_bin_train.csv,classification,knn_group_cv,GroupKFold,4,5,10,207,32,98,24,0.34375,0.3396306818181818,0.25129870129870124,,,
fall_height_bin,fall_height_bin,data\processed\train\fall_height_bin_train.csv,classification,knn_group_cv,GroupKFold,5,5,10,189,50,98,24,0.44,0.43892637576848104,0.32511121107612334,,,
steps_bin,steps_bin,data\processed\train\steps_bin_train.csv,classification,knn_group_cv,GroupKFold,1,5,10,45,7,23,6,0.7142857142857143,0.5959183673469387,0.5523809523809523,,,
steps_bin,steps_bin,data\processed\train\steps_bin_train.csv,classification,knn_group_cv,GroupKFold,2,5,10,36,16,23,6,0.125,0.044117647058823525,0.0784313725490196,,,
steps_bin,steps_bin,data\processed\train\steps_bin_train.csv,classification,knn_group_cv,GroupKFold,3,5,10,43,9,23,6,0.2222222222222222,0.345679012345679,0.14814814814814814,,,
steps_bin,steps_bin,data\processed\train\steps_bin_train.csv,classification,knn_group_cv,GroupKFold,4,5,10,39,13,23,6,0.5384615384615384,0.4642857142857143,0.6071428571428571,,,
steps_bin,steps_bin,data\processed\train\steps_bin_train.csv,classification,knn_group_cv,GroupKFold,5,5,10,45,7,24,5,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,
length_bin,length_bin,data\processed\train\length_bin_train.csv,classification,knn_group_cv,GroupKFold,1,5,10,2134,479,1395,349,0.524008350730689,0.48974379627611336,0.2042229823474982,,,
length_bin,length_bin,data\processed\train\length_bin_train.csv,classification,knn_group_cv,GroupKFold,2,5,10,2075,529,1395,349,0.4669187145557656,0.42101737051983307,0.2313616738127532,,,
length_bin,length_bin,data\processed\train\length_bin_train.csv,classification,knn_group_cv,GroupKFold,3,5,10,2095,519,1395,349,0.464354527938343,0.425720339676149,0.2519751194034198,,,
length_bin,length_bin,data\processed\train\length_bin_train.csv,classification,knn_group_cv,GroupKFold,4,5,10,2134,468,1395,349,0.48717948717948717,0.45119830930325244,0.29450751171064576,,,
length_bin,length_bin,data\processed\train\length_bin_train.csv,classification,knn_group_cv,GroupKFold,5,5,10,2118,486,1396,348,0.4732510288065844,0.4441444582255692,0.2748959532508525,,,
width_bin,width_bin,data\processed\train\width_bin_train.csv,classification,knn_group_cv,GroupKFold,1,5,10,2252,473,1387,347,0.6575052854122622,0.6305315775226508,0.3283858039438858,,,
width_bin,width_bin,data\processed\train\width_bin_train.csv,classification,knn_group_cv,GroupKFold,2,5,10,2148,579,1387,347,0.5854922279792746,0.5578627169354134,0.27562236224986697,,,
width_bin,width_bin,data\processed\train\width_bin_train.csv,classification,knn_group_cv,GroupKFold,3,5,10,2196,538,1387,347,0.6096654275092936,0.5838870207044097,0.3858978591481888,,,
width_bin,width_bin,data\processed\train\width_bin_train.csv,classification,knn_group_cv,GroupKFold,4,5,10,2226,504,1387,347,0.6746031746031746,0.6631613071906136,0.3399812029548048,,,
width_bin,width_bin,data\processed\train\width_bin_train.csv,classification,knn_group_cv,GroupKFold,5,5,10,2198,540,1388,346,0.5851851851851851,0.5536552968788947,0.24140259282855678,,,
