image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/253/49060/52796__AST_EX_20220707_124145.jpeg,True,49060,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #2, REPLACED 2001; Specifications: RECONSTRUCTED 2002 STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS; Comments: FAIR",52796,AST_EX_20220707_124145.jpeg,Timber,Beam,Timber,,No,No railings,23.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/49060/52797__AST_EX_20220707_124315.jpeg,True,49060,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #2, REPLACED 2001; Specifications: RECONSTRUCTED 2002 STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS; Comments: FAIR",52797,AST_EX_20220707_124315.jpeg,Timber,Beam,Timber,,No,No railings,23.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/49060/52813__AST_EX_20220707_124357.jpeg,True,49060,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #2, REPLACED 2001; Specifications: RECONSTRUCTED 2002 STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS; Comments: FAIR",52813,AST_EX_20220707_124357.jpeg,Timber,Beam,Timber,,No,No railings,23.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/49061/52807__AST_EX_20220707_125637.jpeg,True,49061,253,Trail Bridge,Champion Lakes Backcountry; Item description: REPLACED 2001; Specifications: STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS ; Comments: FAIR,52807,AST_EX_20220707_125637.jpeg,Concrete,Beam,Timber,,No,No railings,2.7,Steel,,Steel,,0.75,True,short (<6m),narrow (<0.9m),,
data/citywide/images/253/49061/52809__AST_EX_20220707_125254.jpeg,True,49061,253,Trail Bridge,Champion Lakes Backcountry; Item description: REPLACED 2001; Specifications: STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS ; Comments: FAIR,52809,AST_EX_20220707_125254.jpeg,Concrete,Beam,Timber,,No,No railings,2.7,Steel,,Steel,,0.75,True,short (<6m),narrow (<0.9m),,
data/citywide/images/253/49243/51320__AST_EX_20220702_104338.jpeg,True,49243,253,Trail Bridge,Additional notes: Greendrop trail wooden bridge over seasonal creek,51320,AST_EX_20220702_104338.jpeg,Timber,,,,,No railings,2.0,,,,,,True,short (<6m),,,
data/citywide/images/253/50654/73031__AST_EX_20240830_162340.jpeg,True,50654,253,Trail Bridge,Dionisio Point Day Use; Additional notes: Length unknown;,73031,AST_EX_20240830_162340.jpeg,Timber,Beam,Timber,,No,No railings,4.0,Timber/Wood,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
data/citywide/images/253/50654/53275__AST_EX_20220712_124202.jpeg,True,50654,253,Trail Bridge,Dionisio Point Day Use; Additional notes: Length unknown;,53275,AST_EX_20220712_124202.jpeg,Timber,Beam,Timber,,No,No railings,4.0,Timber/Wood,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
data/citywide/images/253/51524/16914__AST_EX_20210820_142024.jpeg,True,51524,253,Trail Bridge,49.5m x 1.4m | Steel Stringer | Expanded Aluminum Decking,16914,AST_EX_20210820_142024.jpeg,Concrete,Beam,Steel,,No,,49.5,Steel,,Steel,,1.4,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/51525/78461__IMG_0050.JPEG,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,78461,IMG_0050.JPEG,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51525/78462__IMG_0051.JPEG,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,78462,IMG_0051.JPEG,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51525/16890__AST_EX_20210820_130254.jpeg,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,16890,AST_EX_20210820_130254.jpeg,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51525/78463__IMG_0052.JPEG,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,78463,IMG_0052.JPEG,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51531/19731__AST_EX_20210902_150337.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,19731,AST_EX_20210902_150337.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/19733__AST_EX_20210902_150306.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,19733,AST_EX_20210902_150306.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/19734__AST_EX_20210902_150318.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,19734,AST_EX_20210902_150318.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/72728__AST_EX_20240821_110901.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,72728,AST_EX_20240821_110901.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/72729__AST_EX_20240821_110849.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,72729,AST_EX_20240821_110849.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/52457/77956__IMG_3182.jpg,True,52457,253,Trail Bridge,FOOTBRIDGE OVER RING CREEK; metal span and decking with wooden and rope railings. railings left up year-round,77956,IMG_3182.jpg,Concrete,Beam,Aluminum,2.0,No,1 railing,8.0,Aluminum,,,,0.75,True,medium (6-20m),narrow (<0.9m),medium (1.2-5m),
data/citywide/images/253/52551/40680__20220510_131639.jpg,True,52551,253,Trail Bridge,25M WOOD Boardwalk,40680,20220510_131639.jpg,Timber,Beam,Timber,,Yes,,25.0,Timber/Wood,,Timber,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/52551/90512__20251112_103203.jpg,True,52551,253,Trail Bridge,25M WOOD Boardwalk,90512,20251112_103203.jpg,Timber,Beam,Timber,,Yes,,25.0,Timber/Wood,,Timber,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/52551/90513__20251112_103049.jpg,True,52551,253,Trail Bridge,25M WOOD Boardwalk,90513,20251112_103049.jpg,Timber,Beam,Timber,,Yes,,25.0,Timber/Wood,,Timber,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/53193/37279__AST_EX_20220323_104403.jpeg,True,53193,253,Trail Bridge,Mckenzie Bight,37279,AST_EX_20220323_104403.jpeg,,,Timber,,No,,6.0,Timber/Wood,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/53193/37297__AST_EX_20220323_104354.jpeg,True,53193,253,Trail Bridge,Mckenzie Bight,37297,AST_EX_20220323_104354.jpeg,,,Timber,,No,,6.0,Timber/Wood,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/53193/37276__AST_EX_20220323_104428.jpeg,True,53193,253,Trail Bridge,Mckenzie Bight,37276,AST_EX_20220323_104428.jpeg,,,Timber,,No,,6.0,Timber/Wood,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/53798/45354__Upper_Canyon_Bridge__Oct_2021_.jpeg,True,53798,253,Trail Bridge,Upper Canyon Trail Bridge,45354,Upper Canyon Bridge (Oct 2021).jpeg,Gabions,Beam,Timber,,No,,10.7,,,Timber,,1.8,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/53986/64713__AST_EX_20230302_102311.jpeg,True,53986,253,Trail Bridge,TIMBER BRIDGE REPLACED WITH ALUMINUM STRUCTURE BRIDGE IN 2006.,64713,AST_EX_20230302_102311.jpeg,Timber,Beam,Timber,,No,,16.5,Aluminum,,Aluminum,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/54184/87058__AST_EX_20250818_142210.jpeg,True,54184,253,Trail Bridge,Joffre Lakes Backcountry; FOUR BRIDGES ON TRAIL; AT FIRST LAKE 19992BEFORE SECOND LAKE 89 LEVELED SP,87058,AST_EX_20250818_142210.jpeg,,,Timber,,No,No railings,5.0,,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
data/citywide/images/253/54324/61485__AST_EX_20220826_122106.jpeg,True,54324,253,Trail Bridge,LOSS CREEK SUSPENSION BRIDGE; Specifications: 60.9 METRES ;; Suspension,61485,AST_EX_20220826_122106.jpeg,Steel,Suspension,Steel,,Yes,,50.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/54324/76422__AST_EX_20241024_144751.jpeg,True,54324,253,Trail Bridge,LOSS CREEK SUSPENSION BRIDGE; Specifications: 60.9 METRES ;; Suspension,76422,AST_EX_20241024_144751.jpeg,Steel,Suspension,Steel,,Yes,,50.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/55640/56110__AST_EX_20220725_115228.jpeg,True,55640,253,Trail Bridge,Woodbury Creek Trail; Additional notes: Length unknown; Item description: REPLACED BRIDGE CROSSING WOODBURY CREEK;,56110,AST_EX_20220725_115228.jpeg,Timber,Truss,Timber,,No,No railings,15.0,Aluminum,,Aluminum,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/56469/26401__AST_EX_20211013_112159.jpeg,True,56469,253,Trail Bridge,Pedestrian Bridge,26401,AST_EX_20211013_112159.jpeg,Concrete,Beam,Timber,,No,No railings,15.0,Timber/Wood,,Timber,,4.0,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/56469/26420__AST_EX_20211013_112134.jpeg,True,56469,253,Trail Bridge,Pedestrian Bridge,26420,AST_EX_20211013_112134.jpeg,Concrete,Beam,Timber,,No,No railings,15.0,Timber/Wood,,Timber,,4.0,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/56533/41111__AST_EX_20220512_124053.jpeg,True,56533,253,Trail Bridge,"Lockhart Creek Bc; Item description: ALUMINUM FRAME 2X6 DECKING ; Specifications: 2X6 RAILS, 24FT LONG ;",41111,AST_EX_20220512_124053.jpeg,,Beam,Timber,,No,,16.0,Timber/Wood,,Aluminum,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/56533/72330__AST_EX_20240811_112412.jpeg,True,56533,253,Trail Bridge,"Lockhart Creek Bc; Item description: ALUMINUM FRAME 2X6 DECKING ; Specifications: 2X6 RAILS, 24FT LONG ;",72330,AST_EX_20240811_112412.jpeg,,Beam,Timber,,No,,16.0,Timber/Wood,,Aluminum,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/56876/21691__IMG_0687.JPG,True,56876,253,Trail Bridge,"Marble River Trail; Item description: 27 METRES, ESTIMATED COST;",21691,IMG_0687.JPG,Timber,Beam,Timber,,No,No railings,27.0,,,,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/56876/76071__s26.jpg,True,56876,253,Trail Bridge,"Marble River Trail; Item description: 27 METRES, ESTIMATED COST;",76071,s26.jpg,Timber,Beam,Timber,,No,No railings,27.0,,,,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/57834/61100__AST_EX_20220824_140932.jpeg,True,57834,253,Trail Bridge,Mount Fernie Day Use; Item description: PURCHASED THROUGH SEN WESTERN LTD IN VANCOUVER; Specifications: 4-DEE ENGINEERING LTD OF KELOWNA DID THE DRAWING AND DESIGN WORK INCL. FINAL INSLPECTION;,61100,AST_EX_20220824_140932.jpeg,Steel,Beam,Timber,,No,,7.5,Steel,,Steel,,2.0,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/57834/61123__AST_EX_20220824_140905.jpeg,True,57834,253,Trail Bridge,Mount Fernie Day Use; Item description: PURCHASED THROUGH SEN WESTERN LTD IN VANCOUVER; Specifications: 4-DEE ENGINEERING LTD OF KELOWNA DID THE DRAWING AND DESIGN WORK INCL. FINAL INSLPECTION;,61123,AST_EX_20220824_140905.jpeg,Steel,Beam,Timber,,No,,7.5,Steel,,Steel,,2.0,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/58162/8038__AST_EX_20210725_145118.jpeg,True,58162,253,Trail Bridge,At Kinney Flats; 4 X 10M Foot Bridges On Trail,8038,AST_EX_20210725_145118.jpeg,Timber,Beam,Steel,,No,,10.0,Metal,,Aluminum,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/58162/8039__AST_EX_20210725_145107.jpeg,True,58162,253,Trail Bridge,At Kinney Flats; 4 X 10M Foot Bridges On Trail,8039,AST_EX_20210725_145107.jpeg,Timber,Beam,Steel,,No,,10.0,Metal,,Aluminum,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/58162/8040__AST_EX_20210725_144934.jpeg,True,58162,253,Trail Bridge,At Kinney Flats; 4 X 10M Foot Bridges On Trail,8040,AST_EX_20210725_144934.jpeg,Timber,Beam,Steel,,No,,10.0,Metal,,Aluminum,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/58955/62377__AST_EX_20220901_170544.jpeg,True,58955,253,Trail Bridge,Nancy Greene Backcountry; Additional notes: Wood bridge; Item description: BRIDGE #2 SOUTH END; Specifications: REBUILT IN 2008 ; Comments: GOOD,62377,AST_EX_20220901_170544.jpeg,Timber,Beam,Timber,,No,No railings,12.3,Timber/Wood,,Timber,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/61003/88959__AST_EX_20250924_140750.jpeg,True,61003,253,Trail Bridge,"Ming'S Loop; Specifications: #1 16' bridge, 32"" cedar decking, 3""x6"" treated stringers; #2 16' bridge, 30"" cedar decking, 3""x6"" treated stringers, single handrail;",88959,AST_EX_20250924_140750.jpeg,Timber,Beam,Timber,,No,No railings,8.0,Timber/Wood,,Timber,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/62289/67423__Footbridge_3.jpg,True,62289,253,Trail Bridge,Natural stringer bridge 7m span,67423,Footbridge 3.jpg,,,,,No,,5.0,,,Timber,,,True,short (<6m),,,
data/citywide/images/253/63068/87457__Picture1.jpg,True,63068,253,Trail Bridge,GUNN CREEK TRAIL 6.0 KM BRIDGE; installed 2025. 14.2 m aluminum truss bridge with aluminum guard rails. See notes.,87457,Picture1.jpg,Concrete,Truss,Timber,2.0,Yes,,14.2,,,Aluminum,,1.8,True,medium (6-20m),wide (>1.5m),medium (1.2-5m),
data/citywide/images/253/63597/64987__IMG_0256.JPG,True,63597,253,Trail Bridge,Beggarly Canyon Portage Bridge; Additional notes: CONFIRMED; Specifications: SUSPENSION BRIDGE,64987,IMG_0256.JPG,Concrete,Suspension,Steel,,No,,60.0,Metal,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/64102/84320__asset64102_approachfromCrestMtn.jpg,True,64102,253,Trail Bridge,"88' LONG BRIDGE3 LOG STINGERS 64' LONG DECKING 58""X8""X2"" RAILINGS 12' RAMP AT BOTH ENDS10U 0292409 5524874; Comments: AT DRUM NARROWS, BRIDGE WAS CONDEMNED IN 2008",84320,asset64102_approachfromCrestMtn.jpg,Concrete,,Timber,2.0,No,,18.0,Timber/Wood,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),medium (1.2-5m),
data/citywide/images/253/64643/47085__AST_EX_20220617_123258.jpeg,True,64643,253,Trail Bridge,32' (8M) ALUMINUM,47085,AST_EX_20220617_123258.jpeg,Timber,Beam,Steel,,Yes,,8.0,Aluminum,,Aluminum,,0.5,True,medium (6-20m),narrow (<0.9m),,
data/citywide/images/253/65609/45623__IMG_0185.JPG,True,65609,253,Trail Bridge,"Leighton Campground; Item description: BRIDGE ACROSS OUTFLOW FOR VIEWING SPAWNERS; concrete slab foot-bridge on concrete block abutments, approx 5m length, 0.5m height with wood handrails",45623,IMG_0185.JPG,Concrete,Beam,Concrete,,No,,6.7,,,Concrete,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65609/58058__MI_20220806_163737.jpg,True,65609,253,Trail Bridge,"Leighton Campground; Item description: BRIDGE ACROSS OUTFLOW FOR VIEWING SPAWNERS; concrete slab foot-bridge on concrete block abutments, approx 5m length, 0.5m height with wood handrails",58058,MI_20220806_163737.jpg,Concrete,Beam,Concrete,,No,,6.7,,,Concrete,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65609/86901__AST_EX_20250815_135754.jpeg,True,65609,253,Trail Bridge,"Leighton Campground; Item description: BRIDGE ACROSS OUTFLOW FOR VIEWING SPAWNERS; concrete slab foot-bridge on concrete block abutments, approx 5m length, 0.5m height with wood handrails",86901,AST_EX_20250815_135754.jpeg,Concrete,Beam,Concrete,,No,,6.7,,,Concrete,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46396__Goat_Creek_Bridge_1.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46396,Goat Creek Bridge 1.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46397__Goat_Creek_Bridge_2.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46397,Goat Creek Bridge 2.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46398__Goat_Creek_Bridge_3.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46398,Goat Creek Bridge 3.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46399__Goat_Creek_Bridge_4.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46399,Goat Creek Bridge 4.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46400__Goat_Creek_Bridge_6.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46400,Goat Creek Bridge 6.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46401__Goat_Creek_Bridge_7.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46401,Goat Creek Bridge 7.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46402__Goat_Creek_Bridge_8.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46402,Goat Creek Bridge 8.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46403__Goat_Creek_Bridge_9.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46403,Goat Creek Bridge 9.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65788/46404__Goat_Creek_5.jpg,True,65788,253,Trail Bridge,PTARMIGAN LAKE TRAIL FOOT BRIDGE;  Aluminum gerder bridge; Comments: Updated to the new bridge replaced in 2012 due to floods in 2010,46404,Goat Creek 5.jpg,Concrete,Beam,Steel,,No,,18.4,,,Aluminum,,1.22,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/65789/46405__Hotnarko_Suspension_Bridge_Picture_1.jpg,True,65789,253,Trail Bridge,HOTNARKO RIVER SUSPENSION BRIDGE;  CABLE AND METAL DECK ; Comments: CROSSES THE RIVER NEAR THE PARKING LOT AT END OF TOTE ROAD.,46405,Hotnarko Suspension Bridge Picture 1.jpg,Steel,Suspension,Steel,,No,,21.4,,,Steel,,0.63,True,long (>20m),narrow (<0.9m),,
data/citywide/images/253/66920/64861__AST_IM_20220717_132815.jpeg,True,66920,253,Trail Bridge,Sticta Falls Foot Bridge; Sticta Falls Foot Bridge,64861,AST_IM_20220717_132815.jpeg,Timber,Beam,Timber,,No,No railings,9.1,,,Aluminum,,0.9,True,medium (6-20m),standard (0.9-1.5m),,
