image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/253/49059/52810__AST_EX_20220707_123505.jpeg,True,49059,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #4, REPLACED 2001; Specifications: REPLACED 2002 STEEL I-BEAM RECYCLED PLASTIC SILLS CEDAR DECKING; Comments: FAIR",52810,AST_EX_20220707_123505.jpeg,Timber,Beam,Timber,,No,No railings,5.0,Timber/Wood,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
data/citywide/images/253/49059/52826__AST_EX_20220707_123534.jpeg,True,49059,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #4, REPLACED 2001; Specifications: REPLACED 2002 STEEL I-BEAM RECYCLED PLASTIC SILLS CEDAR DECKING; Comments: FAIR",52826,AST_EX_20220707_123534.jpeg,Timber,Beam,Timber,,No,No railings,5.0,Timber/Wood,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
data/citywide/images/253/49060/52793__AST_EX_20220707_124156.jpeg,True,49060,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #2, REPLACED 2001; Specifications: RECONSTRUCTED 2002 STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS; Comments: FAIR",52793,AST_EX_20220707_124156.jpeg,Timber,Beam,Timber,,No,No railings,23.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/49060/52796__AST_EX_20220707_124145.jpeg,True,49060,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #2, REPLACED 2001; Specifications: RECONSTRUCTED 2002 STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS; Comments: FAIR",52796,AST_EX_20220707_124145.jpeg,Timber,Beam,Timber,,No,No railings,23.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/49060/52797__AST_EX_20220707_124315.jpeg,True,49060,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #2, REPLACED 2001; Specifications: RECONSTRUCTED 2002 STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS; Comments: FAIR",52797,AST_EX_20220707_124315.jpeg,Timber,Beam,Timber,,No,No railings,23.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/49060/52813__AST_EX_20220707_124357.jpeg,True,49060,253,Trail Bridge,"Champion Lakes Backcountry; Item description: BRIDGE #2, REPLACED 2001; Specifications: RECONSTRUCTED 2002 STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS; Comments: FAIR",52813,AST_EX_20220707_124357.jpeg,Timber,Beam,Timber,,No,No railings,23.0,Steel,,Steel,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/49061/52807__AST_EX_20220707_125637.jpeg,True,49061,253,Trail Bridge,Champion Lakes Backcountry; Item description: REPLACED 2001; Specifications: STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS ; Comments: FAIR,52807,AST_EX_20220707_125637.jpeg,Concrete,Beam,Timber,,No,No railings,2.7,Steel,,Steel,,0.75,True,short (<6m),narrow (<0.9m),,
data/citywide/images/253/49061/52809__AST_EX_20220707_125254.jpeg,True,49061,253,Trail Bridge,Champion Lakes Backcountry; Item description: REPLACED 2001; Specifications: STEEL I-BEAM CEDAR DECKING RECYCLED PLASTIC SILLS ; Comments: FAIR,52809,AST_EX_20220707_125254.jpeg,Concrete,Beam,Timber,,No,No railings,2.7,Steel,,Steel,,0.75,True,short (<6m),narrow (<0.9m),,
data/citywide/images/253/49430/26265__AST_EX_20211010_122648.jpeg,True,49430,253,Trail Bridge,"Cody Caves Hiking Trail; Specifications: X2 MINOR CREEK CROSSING, ~3M AND 4M LONG BRIDGES; Comments: FAIR",26265,AST_EX_20211010_122648.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/49430/59102__MI_20220812_125956.jpg,True,49430,253,Trail Bridge,"Cody Caves Hiking Trail; Specifications: X2 MINOR CREEK CROSSING, ~3M AND 4M LONG BRIDGES; Comments: FAIR",59102,MI_20220812_125956.jpg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/49679/57744__AST_EX_20220804_125957.jpeg,True,49679,253,Trail Bridge,HOLT CREEK LOOP,57744,AST_EX_20220804_125957.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/49681/57752__AST_EX_20220804_131841.jpeg,True,49681,253,Trail Bridge,HOLT CREEK LOOP,57752,AST_EX_20220804_131841.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/49682/57751__AST_EX_20220804_132339.jpeg,True,49682,253,Trail Bridge,HOLT CREEK LOOP,57751,AST_EX_20220804_132339.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50231/14209__AST_EX_20210813_120723.jpeg,True,50231,253,Trail Bridge,"Additional notes: 2 CONC. ABUTMENTS 1M X 5M ALUMINUM SPAN,WOODEN DECK MESH & WOOD SIDE GUARDS C/W LOG CRIBBING; ALUMINUM (TOPPER FLOATS)RAMP USED FOR FOOT BRIDGE",14209,AST_EX_20210813_120723.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50231/14208__AST_EX_20210813_120732.jpeg,True,50231,253,Trail Bridge,"Additional notes: 2 CONC. ABUTMENTS 1M X 5M ALUMINUM SPAN,WOODEN DECK MESH & WOOD SIDE GUARDS C/W LOG CRIBBING; ALUMINUM (TOPPER FLOATS)RAMP USED FOR FOOT BRIDGE",14208,AST_EX_20210813_120732.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50235/17155__AST_EX_20210820_151748.jpeg,True,50235,253,Trail Bridge,Additional notes: y;  EACH 2M X 1.5M ; THREE CONCRETE FOOT BRIDGES CROSSING CULVERTS,17155,AST_EX_20210820_151748.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50235/17156__AST_EX_20210820_151720.jpeg,True,50235,253,Trail Bridge,Additional notes: y;  EACH 2M X 1.5M ; THREE CONCRETE FOOT BRIDGES CROSSING CULVERTS,17156,AST_EX_20210820_151720.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50231/14210__AST_EX_20210813_120621.jpeg,True,50231,253,Trail Bridge,"Additional notes: 2 CONC. ABUTMENTS 1M X 5M ALUMINUM SPAN,WOODEN DECK MESH & WOOD SIDE GUARDS C/W LOG CRIBBING; ALUMINUM (TOPPER FLOATS)RAMP USED FOR FOOT BRIDGE",14210,AST_EX_20210813_120621.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50235/17157__AST_EX_20210820_151448.jpeg,True,50235,253,Trail Bridge,Additional notes: y;  EACH 2M X 1.5M ; THREE CONCRETE FOOT BRIDGES CROSSING CULVERTS,17157,AST_EX_20210820_151448.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50625/12265__AST_IM_20210804_113626.jpeg,True,50625,253,Trail Bridge,"Diana Lake Picnic Ground; Additional notes: Confirmed; Specifications: BRIDGE, FOOT >$5000REPLACE; Comments: DECK REPLACED 1991 COST $2000.00",12265,AST_IM_20210804_113626.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50625/12264__AST_IM_20210804_113641.jpeg,True,50625,253,Trail Bridge,"Diana Lake Picnic Ground; Additional notes: Confirmed; Specifications: BRIDGE, FOOT >$5000REPLACE; Comments: DECK REPLACED 1991 COST $2000.00",12264,AST_IM_20210804_113641.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50654/73031__AST_EX_20240830_162340.jpeg,True,50654,253,Trail Bridge,Dionisio Point Day Use; Additional notes: Length unknown;,73031,AST_EX_20240830_162340.jpeg,Timber,Beam,Timber,,No,No railings,4.0,Timber/Wood,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
data/citywide/images/253/50654/53275__AST_EX_20220712_124202.jpeg,True,50654,253,Trail Bridge,Dionisio Point Day Use; Additional notes: Length unknown;,53275,AST_EX_20220712_124202.jpeg,Timber,Beam,Timber,,No,No railings,4.0,Timber/Wood,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
data/citywide/images/253/50749/71152__AST_EX_20240722_165125.jpeg,True,50749,253,Trail Bridge,"FOOT BRIDGE; Specifications: 86' STEEL GIRDER BRIDGE WOODEN DECK & RAILING ON PILING 8' BELOW GRADE, GOOD",71152,AST_EX_20240722_165125.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50749/71137__AST_EX_20240722_165050.jpeg,True,50749,253,Trail Bridge,"FOOT BRIDGE; Specifications: 86' STEEL GIRDER BRIDGE WOODEN DECK & RAILING ON PILING 8' BELOW GRADE, GOOD",71137,AST_EX_20240722_165050.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/50749/71153__AST_EX_20240722_165022.jpeg,True,50749,253,Trail Bridge,"FOOT BRIDGE; Specifications: 86' STEEL GIRDER BRIDGE WOODEN DECK & RAILING ON PILING 8' BELOW GRADE, GOOD",71153,AST_EX_20240722_165022.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51216/53526__IMG_0522.JPG,True,51216,253,Trail Bridge,"North End Of Canyon Nature Trail; 1 1.2M Wide X 18.3 M Long, Log Stringer And Wood Deck & Rail Footbridge Spanning Similkameen River",53526,IMG_0522.JPG,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51216/82197__PXL_20250516_172430392.MP.jpg,True,51216,253,Trail Bridge,"North End Of Canyon Nature Trail; 1 1.2M Wide X 18.3 M Long, Log Stringer And Wood Deck & Rail Footbridge Spanning Similkameen River",82197,PXL_20250516_172430392.MP.jpg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51216/82198__PXL_20250516_173001540.jpg,True,51216,253,Trail Bridge,"North End Of Canyon Nature Trail; 1 1.2M Wide X 18.3 M Long, Log Stringer And Wood Deck & Rail Footbridge Spanning Similkameen River",82198,PXL_20250516_173001540.jpg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51214/52701__IMG_9105.JPG,True,51214,253,Trail Bridge,"Sumallo Grove Skagit River Trail; 1 1M Wide X 46M Long, Steel Footbridge Supported On Pilings, Spanning Skagit River",52701,IMG_9105.JPG,,,,,No,No railings,,,,,,1.0,,,standard (0.9-1.5m),,
data/citywide/images/253/51218/52718__IMG_5946.JPG,True,51218,253,Trail Bridge,Engineers L. Trail @ Westgate Trlhd.; 2.5 X 16M Log And Wood Footbridge. Crossing Seventeen Mile Creek.; Comments: Rebuilt By B.C.Trail $2400 In 1995,52718,IMG_5946.JPG,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51244/53525__IMG_0520.JPG,True,51244,253,Trail Bridge,"Footbridge: 1 1.5M Wide X 4.25M Long, Log And Wood Footbridge",53525,IMG_0520.JPG,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51244/82200__PXL_20250516_172847032.jpg,True,51244,253,Trail Bridge,"Footbridge: 1 1.5M Wide X 4.25M Long, Log And Wood Footbridge",82200,PXL_20250516_172847032.jpg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51244/82201__PXL_20250516_172858758.jpg,True,51244,253,Trail Bridge,"Footbridge: 1 1.5M Wide X 4.25M Long, Log And Wood Footbridge",82201,PXL_20250516_172858758.jpg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51524/16914__AST_EX_20210820_142024.jpeg,True,51524,253,Trail Bridge,49.5m x 1.4m | Steel Stringer | Expanded Aluminum Decking,16914,AST_EX_20210820_142024.jpeg,Concrete,Beam,Steel,,No,,49.5,Steel,,Steel,,1.4,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/51244/82199__PXL_20250516_172924721.jpg,True,51244,253,Trail Bridge,"Footbridge: 1 1.5M Wide X 4.25M Long, Log And Wood Footbridge",82199,PXL_20250516_172924721.jpg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/51525/78461__IMG_0050.JPEG,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,78461,IMG_0050.JPEG,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51525/78462__IMG_0051.JPEG,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,78462,IMG_0051.JPEG,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51525/16890__AST_EX_20210820_130254.jpeg,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,16890,AST_EX_20210820_130254.jpeg,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51525/78463__IMG_0052.JPEG,True,51525,253,Trail Bridge,Elk Falls Suspension Bridge,78463,IMG_0052.JPEG,,Suspension,Steel,,No,,56.7,Steel,,Steel,,1.5,True,long (>20m),wide (>1.5m),,
data/citywide/images/253/51531/19731__AST_EX_20210902_150337.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,19731,AST_EX_20210902_150337.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/19733__AST_EX_20210902_150306.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,19733,AST_EX_20210902_150306.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/19734__AST_EX_20210902_150318.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,19734,AST_EX_20210902_150318.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/72728__AST_EX_20240821_110901.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,72728,AST_EX_20240821_110901.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/51531/72729__AST_EX_20240821_110849.jpeg,True,51531,253,Trail Bridge,6.2m x 1.07m | 2x8 Yellow Cedar Decking | Steel I-Beam Stringers | Steel box abutments,72729,AST_EX_20240821_110849.jpeg,Steel,Beam,Timber,,No,,6.2,,,Steel,,1.5,True,medium (6-20m),wide (>1.5m),,
data/citywide/images/253/52242/1723__AST_EX_20210622_111115.jpeg,True,52242,253,Trail Bridge,French Beach Day Use,1723,AST_EX_20210622_111115.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/52242/75272__AST_EX_20241016_124435.jpeg,True,52242,253,Trail Bridge,French Beach Day Use,75272,AST_EX_20241016_124435.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/52457/77956__IMG_3182.jpg,True,52457,253,Trail Bridge,FOOTBRIDGE OVER RING CREEK; metal span and decking with wooden and rope railings. railings left up year-round,77956,IMG_3182.jpg,Concrete,Beam,Aluminum,2.0,No,1 railing,8.0,Aluminum,,,,0.75,True,medium (6-20m),narrow (<0.9m),medium (1.2-5m),
data/citywide/images/253/52551/40680__20220510_131639.jpg,True,52551,253,Trail Bridge,25M WOOD Boardwalk,40680,20220510_131639.jpg,Timber,Beam,Timber,,Yes,,25.0,Timber/Wood,,Timber,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/52551/90512__20251112_103203.jpg,True,52551,253,Trail Bridge,25M WOOD Boardwalk,90512,20251112_103203.jpg,Timber,Beam,Timber,,Yes,,25.0,Timber/Wood,,Timber,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/52456/88242__AST_EX_20250915_161324.jpeg,True,52456,253,Trail Bridge,"CROSSING OF TAYLOR CR MAIN TRAIL from campground to Black Tusk; LOG STRINGERS 3"" X 10"" DECKING;",88242,AST_EX_20250915_161324.jpeg,,,,,No,No railings,,,,,,1.0,False,,standard (0.9-1.5m),,
data/citywide/images/253/52551/90513__20251112_103049.jpg,True,52551,253,Trail Bridge,25M WOOD Boardwalk,90513,20251112_103049.jpg,Timber,Beam,Timber,,Yes,,25.0,Timber/Wood,,Timber,,1.0,True,long (>20m),standard (0.9-1.5m),,
data/citywide/images/253/53193/37279__AST_EX_20220323_104403.jpeg,True,53193,253,Trail Bridge,Mckenzie Bight,37279,AST_EX_20220323_104403.jpeg,,,Timber,,No,,6.0,Timber/Wood,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/53193/37297__AST_EX_20220323_104354.jpeg,True,53193,253,Trail Bridge,Mckenzie Bight,37297,AST_EX_20220323_104354.jpeg,,,Timber,,No,,6.0,Timber/Wood,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
data/citywide/images/253/53193/37276__AST_EX_20220323_104428.jpeg,True,53193,253,Trail Bridge,Mckenzie Bight,37276,AST_EX_20220323_104428.jpeg,,,Timber,,No,,6.0,Timber/Wood,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
