asset_id,timestamp,model,response,latency_s,has_edge_guard_value,has_edge_guard_confidence,parse_error,raw_response,error,traceback
83950,2026-06-08T05:39:37.856568,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",12.757,No,1.0,,,,
83947,2026-06-08T05:39:42.930338,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.038,No,1.0,,,,
83952,2026-06-08T05:40:22.791695,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",39.852,No,1.0,,,,
83953,2026-06-08T05:40:38.119715,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",15.273,No,1.0,,,,
84096,2026-06-08T05:40:41.699852,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.574,No,1.0,,,,
84099,2026-06-08T05:40:49.176754,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.475,No,1.0,,,,
84101,2026-06-08T05:41:29.526770,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",40.348,No,1.0,,,,
84102,2026-06-08T05:41:40.992650,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",11.461,No,1.0,,,,
84105,2026-06-08T05:41:50.212783,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.218,No,1.0,,,,
84106,2026-06-08T05:41:56.031941,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.799,No,1.0,,,,
84825,2026-06-08T05:41:59.624795,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""Yes"",
        ""confidence"": 1.0
    }
}",3.588,Yes,1.0,,,,
84846,2026-06-08T05:42:47.902025,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",48.275,No,0.95,,,,
84848,2026-06-08T05:42:52.262661,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.359,No,1.0,,,,
84826,2026-06-08T05:42:57.379834,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.115,No,1.0,,,,
84861,2026-06-08T05:43:38.956523,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",41.576,No,1.0,,,,
84849,2026-06-08T05:43:43.025551,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.067,No,1.0,,,,
84852,2026-06-08T05:43:46.635062,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.606,No,1.0,,,,
84862,2026-06-08T05:43:57.592327,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.956,No,1.0,,,,
85078,2026-06-08T05:44:04.045552,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",6.452,No,1.0,,,,
84863,2026-06-08T05:44:07.932030,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.886,No,1.0,,,,
85171,2026-06-08T05:44:27.295962,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",19.362,No,1.0,,,,
85477,2026-06-08T05:44:31.503310,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.206,No,1.0,,,,
85474,2026-06-08T05:45:12.586254,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",41.082,No,1.0,,,,
85482,2026-06-08T05:45:46.273100,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",33.67,No,1.0,,,,
85479,2026-06-08T05:46:38.618885,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",52.34,No,0.95,,,,
85484,2026-06-08T05:47:19.576085,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",40.93,No,1.0,,,,
85490,2026-06-08T05:47:25.995182,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",6.393,No,1.0,,,,
85498,2026-06-08T05:47:29.990343,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.994,No,1.0,,,,
85508,2026-06-08T05:47:35.730465,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.739,No,1.0,,,,
85525,2026-06-08T05:47:39.618968,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.869,No,1.0,,,,
85545,2026-06-08T05:47:50.782478,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",11.162,No,1.0,,,,
85558,2026-06-08T05:48:33.083062,gemini-3-flash-preview,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}
```",42.299,No,0.95,,,,
86006,2026-06-08T05:48:36.750303,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.662,No,1.0,,,,
86039,2026-06-08T05:49:25.327777,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",48.576,No,1.0,,,,
86030,2026-06-08T05:49:58.604663,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",33.271,No,0.95,,,,
86052,2026-06-08T05:50:06.819763,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",8.208,No,0.95,,,,
86065,2026-06-08T05:50:21.874204,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",15.053,No,1.0,,,,
86066,2026-06-08T05:50:30.156600,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.28,No,1.0,,,,
86068,2026-06-08T05:50:42.400432,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",12.238,No,1.0,,,,
86069,2026-06-08T05:50:46.744352,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.343,No,1.0,,,,
86071,2026-06-08T05:50:51.106069,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",4.338,No,0.95,,,,
86074,2026-06-08T05:51:14.069427,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",22.962,No,0.95,,,,
86075,2026-06-08T05:51:17.732507,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",3.636,No,0.95,,,,
86080,2026-06-08T05:51:23.052007,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.318,No,1.0,,,,
86084,2026-06-08T05:51:53.266659,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",30.213,No,1.0,,,,
86085,2026-06-08T05:52:03.705828,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.433,No,1.0,,,,
86092,2026-06-08T05:52:36.685888,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",32.977,No,1.0,,,,
86093,2026-06-08T05:52:40.055871,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.364,No,1.0,,,,
86096,2026-06-08T05:53:03.924012,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",23.867,No,0.95,,,,
86087,2026-06-08T05:53:11.861271,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.908,No,1.0,,,,
86101,2026-06-08T05:53:16.217741,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.35,No,1.0,,,,
86104,2026-06-08T05:53:24.707709,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",8.484,No,0.95,,,,
86103,2026-06-08T05:53:32.499851,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.781,No,1.0,,,,
86105,2026-06-08T05:53:39.968563,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.463,No,1.0,,,,
86108,2026-06-08T05:54:28.198125,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",48.226,No,1.0,,,,
86106,2026-06-08T05:54:35.767800,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.564,No,1.0,,,,
86114,2026-06-08T05:54:59.427822,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",23.659,No,0.95,,,,
86117,2026-06-08T05:55:07.718456,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.289,No,1.0,,,,
86119,2026-06-08T05:55:10.396196,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",2.676,No,1.0,,,,
86111,2026-06-08T05:55:49.612128,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",39.215,No,0.95,,,,
86124,2026-06-08T05:55:53.346842,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.728,No,1.0,,,,
86125,2026-06-08T05:56:42.411056,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",49.063,No,1.0,,,,
86123,2026-06-08T05:56:46.025859,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",3.609,No,0.95,,,,
86127,2026-06-08T05:56:49.719132,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.692,No,1.0,,,,
86133,2026-06-08T05:57:33.856021,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",44.136,No,1.0,,,,
86135,2026-06-08T05:57:37.535149,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.671,No,1.0,,,,
86136,2026-06-08T05:57:41.282021,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",3.744,No,0.95,,,,
86137,2026-06-08T05:57:44.803818,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.52,No,1.0,,,,
86140,2026-06-08T05:57:48.902850,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.095,No,1.0,,,,
86145,2026-06-08T05:57:52.789355,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",3.864,No,0.95,,,,
86148,2026-06-08T05:58:15.024899,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",22.234,No,1.0,,,,
86157,2026-06-08T05:58:26.480690,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",11.447,No,1.0,,,,
86162,2026-06-08T05:58:31.442882,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.961,No,1.0,,,,
86169,2026-06-08T05:58:34.283861,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",2.838,No,1.0,,,,
86172,2026-06-08T05:58:43.977401,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.692,No,1.0,,,,
86170,2026-06-08T05:58:47.473327,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.495,No,1.0,,,,
86176,2026-06-08T05:58:51.367322,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.892,No,1.0,,,,
86178,2026-06-08T05:59:05.348552,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""Yes"",
        ""confidence"": 0.95
    }
}",13.98,Yes,0.95,,,,
86181,2026-06-08T05:59:17.170576,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",11.821,No,1.0,,,,
86183,2026-06-08T05:59:20.750406,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.579,No,1.0,,,,
86185,2026-06-08T05:59:24.340576,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.589,No,1.0,,,,
86182,2026-06-08T05:59:27.822263,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.48,No,1.0,,,,
86186,2026-06-08T05:59:31.712125,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.889,No,1.0,,,,
86191,2026-06-08T05:59:37.656129,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.943,No,1.0,,,,
86194,2026-06-08T05:59:41.886282,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.225,No,1.0,,,,
86193,2026-06-08T05:59:45.020920,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.133,No,1.0,,,,
86195,2026-06-08T05:59:48.195999,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.174,No,1.0,,,,
86204,2026-06-08T05:59:52.400019,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",4.203,No,1.0,,,,
86205,2026-06-08T06:00:40.845083,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",48.443,No,1.0,,,,
86199,2026-06-08T06:00:44.725916,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.854,No,1.0,,,,
86206,2026-06-08T06:00:53.327475,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.6,No,1.0,,,,
86210,2026-06-08T06:01:14.018929,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",20.69,No,1.0,,,,
86215,2026-06-08T06:01:56.921124,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",42.897,No,1.0,,,,
86217,2026-06-08T06:02:00.396981,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.47,No,1.0,,,,
86222,2026-06-08T06:02:08.792349,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",8.393,No,0.95,,,,
86224,2026-06-08T06:02:14.122018,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.328,No,1.0,,,,
86223,2026-06-08T06:02:20.067039,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",5.939,No,1.0,,,,
86226,2026-06-08T06:02:23.831057,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.763,No,1.0,,,,
86219,2026-06-08T06:02:27.020924,gemini-3-flash-preview,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",3.188,No,1.0,,,,
