asset_id,timestamp,model,response,latency_s,has_edge_guard_value,has_edge_guard_confidence,parse_error,raw_response,error,traceback
65422,2026-06-08T07:24:21.983610,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",6.845,No,1.0,,,,
64889,2026-06-08T07:24:29.368479,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",7.383,No,1.0,,,,
65428,2026-06-08T07:24:36.118527,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",6.741,No,1.0,,,,
66040,2026-06-08T07:24:44.626592,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""Yes"",
        ""confidence"": 1.0
    }
}
```",8.501,Yes,1.0,,,,
65430,2026-06-08T07:24:57.937731,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",13.306,No,1.0,,,,
66539,2026-06-08T07:25:09.003505,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",11.06,No,1.0,,,,
81875,2026-06-08T07:25:18.135811,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.109,No,1.0,,,,
81411,2026-06-08T07:25:27.325299,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.178,No,1.0,,,,
81887,2026-06-08T07:25:36.908056,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",9.577,No,1.0,,,,
81889,2026-06-08T07:25:47.944056,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",11.029,No,1.0,,,,
83898,2026-06-08T07:25:56.712370,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.762,No,1.0,,,,
83934,2026-06-08T07:26:06.157525,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.442,No,1.0,,,,
83938,2026-06-08T07:26:14.013795,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.854,No,1.0,,,,
83941,2026-06-08T07:26:23.229987,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.212,No,1.0,,,,
83943,2026-06-08T07:26:31.219643,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",7.985,No,1.0,,,,
83944,2026-06-08T07:26:38.690391,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",7.463,No,1.0,,,,
83945,2026-06-08T07:26:47.196971,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.504,No,1.0,,,,
83950,2026-06-08T07:26:59.919111,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",12.717,No,1.0,,,,
83947,2026-06-08T07:27:09.407764,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.479,No,1.0,,,,
83952,2026-06-08T07:27:17.606584,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.197,No,1.0,,,,
83953,2026-06-08T07:27:25.829931,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.217,No,1.0,,,,
84096,2026-06-08T07:27:35.366422,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",9.529,No,1.0,,,,
84099,2026-06-08T07:27:44.086178,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.719,No,1.0,,,,
84101,2026-06-08T07:27:54.526841,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.435,No,1.0,,,,
84102,2026-06-08T07:28:11.365161,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",16.837,No,1.0,,,,
84105,2026-06-08T07:28:27.256521,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",15.887,No,1.0,,,,
84106,2026-06-08T07:28:39.109562,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",11.831,No,1.0,,,,
84825,2026-06-08T07:29:08.195925,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""Yes"",
        ""confidence"": 0.9
    }
}
```",29.085,Yes,0.9,,,,
84846,2026-06-08T07:29:42.398784,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",34.198,No,1.0,,,,
84848,2026-06-08T07:29:53.758437,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",11.353,No,1.0,,,,
84826,2026-06-08T07:30:06.766176,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",13.006,No,1.0,,,,
84861,2026-06-08T07:30:15.582335,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.814,No,1.0,,,,
84849,2026-06-08T07:30:26.753158,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",11.142,No,1.0,,,,
84852,2026-06-08T07:30:35.331047,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.555,No,1.0,,,,
84862,2026-06-08T07:30:44.239230,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.907,No,1.0,,,,
85078,2026-06-08T07:30:51.817805,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.578,No,1.0,,,,
84863,2026-06-08T07:30:59.496467,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.678,No,1.0,,,,
85171,2026-06-08T07:31:07.284573,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.786,No,1.0,,,,
85477,2026-06-08T07:31:16.290222,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.005,No,1.0,,,,
85474,2026-06-08T07:31:25.507587,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",9.215,No,0.95,,,,
85482,2026-06-08T07:31:35.438104,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.928,No,1.0,,,,
85479,2026-06-08T07:31:44.143122,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.704,No,1.0,,,,
85484,2026-06-08T07:31:54.382533,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",10.238,No,0.95,,,,
85490,2026-06-08T07:32:02.779965,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.397,No,1.0,,,,
85498,2026-06-08T07:32:12.816283,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.035,No,1.0,,,,
85508,2026-06-08T07:32:20.809843,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.991,No,1.0,,,,
85525,2026-06-08T07:32:30.947606,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.115,No,1.0,,,,
85545,2026-06-08T07:32:40.565483,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",9.613,No,1.0,,,,
85558,2026-06-08T07:32:50.906262,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""Yes"",
        ""confidence"": 1.0
    }
}
```",10.34,Yes,1.0,,,,
86006,2026-06-08T07:32:58.175763,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.269,No,1.0,,,,
86039,2026-06-08T07:33:07.495820,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.319,No,1.0,,,,
86030,2026-06-08T07:33:20.195729,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",12.699,No,1.0,,,,
86052,2026-06-08T07:33:28.486938,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.289,No,1.0,,,,
86065,2026-06-08T07:33:36.474613,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.987,No,1.0,,,,
86066,2026-06-08T07:33:44.666637,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.191,No,1.0,,,,
86068,2026-06-08T07:33:55.628632,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.961,No,1.0,,,,
86069,2026-06-08T07:34:05.870217,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.241,No,1.0,,,,
86071,2026-06-08T07:34:16.613320,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}
```",10.742,No,0.95,,,,
86074,2026-06-08T07:34:25.215288,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",8.601,No,0.95,,,,
86075,2026-06-08T07:34:34.225833,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",9.01,No,0.95,,,,
86080,2026-06-08T07:34:42.727703,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.501,No,1.0,,,,
86084,2026-06-08T07:34:50.508649,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.778,No,1.0,,,,
86085,2026-06-08T07:35:00.440246,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",9.93,No,1.0,,,,
86092,2026-06-08T07:35:09.965190,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",9.524,No,1.0,,,,
86093,2026-06-08T07:35:17.540536,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",7.574,No,1.0,,,,
86096,2026-06-08T07:35:25.328598,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.787,No,1.0,,,,
86087,2026-06-08T07:35:35.876981,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",10.539,No,0.95,,,,
86101,2026-06-08T07:35:45.499281,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",9.615,No,0.95,,,,
86104,2026-06-08T07:35:52.778778,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.278,No,1.0,,,,
86103,2026-06-08T07:36:01.588191,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.808,No,1.0,,,,
86105,2026-06-08T07:36:10.089226,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.5,No,1.0,,,,
86108,2026-06-08T07:36:20.745880,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.656,No,1.0,,,,
86106,2026-06-08T07:36:27.500249,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",6.75,No,1.0,,,,
86114,2026-06-08T07:36:35.077902,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.577,No,1.0,,,,
86117,2026-06-08T07:36:45.934021,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",10.855,No,0.95,,,,
86119,2026-06-08T07:36:55.875643,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.98
    }
}",9.94,No,0.98,,,,
86111,2026-06-08T07:37:04.467199,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",8.589,No,0.95,,,,
86124,2026-06-08T07:37:11.297641,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",6.829,No,1.0,,,,
86125,2026-06-08T07:37:19.007261,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.708,No,1.0,,,,
86123,2026-06-08T07:37:27.199204,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",8.191,No,0.95,,,,
86127,2026-06-08T07:37:35.904599,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",8.705,No,0.95,,,,
86133,2026-06-08T07:37:46.043407,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",10.137,No,1.0,,,,
86135,2026-06-08T07:37:53.926912,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",7.881,No,1.0,,,,
86136,2026-06-08T07:38:05.190653,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",11.263,No,0.95,,,,
86137,2026-06-08T07:38:15.227443,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",10.036,No,1.0,,,,
86140,2026-06-08T07:38:29.051410,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",13.821,No,1.0,,,,
86145,2026-06-08T07:38:37.756612,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.687,No,1.0,,,,
86148,2026-06-08T07:38:45.843591,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.081,No,1.0,,,,
86157,2026-06-08T07:38:55.264208,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}
```",9.42,No,0.95,,,,
86162,2026-06-08T07:39:05.919914,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",10.654,No,1.0,,,,
86169,2026-06-08T07:39:17.688530,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",11.767,No,1.0,,,,
86172,2026-06-08T07:39:25.986095,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.297,No,1.0,,,,
86170,2026-06-08T07:39:34.585536,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.598,No,1.0,,,,
86176,2026-06-08T07:39:42.078471,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.492,No,1.0,,,,
86178,2026-06-08T07:39:56.315743,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""Yes"",
        ""confidence"": 0.95
    }
}",14.236,Yes,0.95,,,,
86181,2026-06-08T07:40:04.287928,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.97,No,1.0,,,,
86183,2026-06-08T07:40:13.032051,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.74,No,1.0,,,,
86185,2026-06-08T07:40:21.299443,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.266,No,1.0,,,,
86182,2026-06-08T07:40:30.319060,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",9.019,No,1.0,,,,
86186,2026-06-08T07:40:38.728794,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.405,No,1.0,,,,
86191,2026-06-08T07:40:46.473962,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.744,No,1.0,,,,
86194,2026-06-08T07:40:53.629366,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.153,No,1.0,,,,
86193,2026-06-08T07:41:01.832795,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.202,No,1.0,,,,
86195,2026-06-08T07:41:11.661846,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 0.95
    }
}",9.828,No,0.95,,,,
86204,2026-06-08T07:41:17.940279,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",6.278,No,1.0,,,,
86205,2026-06-08T07:41:25.076791,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",7.135,No,1.0,,,,
86199,2026-06-08T07:41:33.902405,gemma-4-26b-a4b-it,"{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}",8.819,No,1.0,,,,
86206,2026-06-08T07:41:42.870927,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.941,No,1.0,,,,
86210,2026-06-08T07:41:51.163265,gemma-4-26b-a4b-it,"```json
{
    ""has_edge_guard"": {
        ""value"": ""No"",
        ""confidence"": 1.0
    }
}
```",8.257,No,1.0,,,,
